language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
temb1276,-,-,-,-,-,-,a,-,-,w,-,-,-
temb1276,-,-,-,-,-,p,e,-,-,p,o,-,-
xing1248,-,-,-,-,-,p,e,-,-,p,o,-,-
kama1373,-,-,-,-,-,p,e,-,-,p,o,-,-
kama1373,-,-,-,-,-,p,e,-,-,p,o,-,-
waya1270,-,-,-,-,-,p,e,-,-,p,o,-,-
waya1270,-,-,-,-,-,p,e,-,-,p,o,k,a
avac1239,-,-,-,-,-,-,a,-,-,w,a,-,-
avac1239,-,-,-,-,-,p,e,-,-,p,o,-,-
kaya1329,-,-,-,-,-,p,e,-,-,p,o,-,-
kaya1329,-,-,-,-,-,y,3,-,-,w,a,-,-
east2555,-,-,a,g,-,w,e,-,-,-,-,-,-
east2555,-,-,-,-,-,p,e,-,-,p,o,-,-
para1311,-,-,-,-,-,-,a,-,i,h,a,-,-
para1311,-,-,-,-,-,p,e,-,-,p,o,-,-
mbya1239,-,-,a,g,-,w,e,-,-,-,-,-,-
mbya1239,-,-,-,-,-,p,e,-,-,p,o,-,-
guar1292,m,b,a,7,e,p,e,-,-,p,o,-,-
guar1292,-,-,-,-,-,p,e,-,-,p,o,-,-
urub1250,-,-,-,-,-,-,-,-,-,-,a,-,-
urub1250,-,-,-,-,i,p,3,-,-,p,o,-,-
nhen1239,-,-,-,-,-,s,a,-,-,w,a,-,-
nhen1239,-,-,-,-,-,p,e,-,-,p,o,-,-
amun1246,-,-,-,-,-,p,e,-,-,p,o,-,3
amun1246,-,-,-,-,-,p,e,-,-,p,o,-,-
urue1240,-,-,-,-,-,p,e,-,-,p,o,-,-
urue1240,-,-,-,-,-,p,e,-,-,p,o,-,-
tenh1241,-,-,-,-,-,p,e,-,-,p,o,-,-
tenh1241,-,-,-,-,-,p,e,-,-,p,o,-,-
emer1243,-,-,-,-,-,p,e,-,-,p,o,-,-
emer1243,-,-,-,-,-,p,e,-,-,p,o,-,-
toca1235,-,-,-,-,-,-,a,-,-,b,a,-,-
toca1235,-,-,-,-,-,p,e,-,-,p,a,-,-
para1312,-,-,-,-,-,-,a,-,-,w,-,-,-
para1312,-,-,-,-,-,p,e,-,-,p,a,-,-
tapi1254,-,-,-,-,-,p,e,-,-,p,a,-,-
guaj1256,-,-,-,-,-,-,-,-,-,-,a,-,-
guaj1256,-,-,-,-,i,p,a,-,-,p,o,-,-
araw1273,-,-,-,-,-,p,e,-,-,p,a,-,-
araw1273,-,-,-,-,-,p,e,-,-,p,a,-,-
coca1259,-,-,-,-,-,w,3,r,a,c,a,-,-
coca1259,-,-,-,-,-,p,e,-,-,p,u,-,-
omag1248,-,-,-,-,-,s,a,-,-,w,a,-,-
omag1248,-,-,-,-,-,p,i,-,-,p,u,-,-
ache1246,-,-,-,-,-,p,e,-,-,p,o,-,-
xeta1241,-,-,-,-,-,p,e,-,-,p,a,-,-
yuqu1240,-,-,-,-,-,-,e,-,-,r,o,-,o
siri1273,-,-,-,-,-,-,e,-,-,-,o,-,-
siri1273,-,-,-,-,-,-,e,-,-,-,o,-,-
sate1243,-,-,-,-,-,-,a,-,-,p,-,-,-
sate1243,-,-,-,-,-,p,e,-,-,p,o,-,-
awet1244,-,-,-,-,-,-,a,-,-,p,-,-,-
awet1244,-,-,-,-,-,p,e,-,-,p,o,-,-
