language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
temb1276,-,-,p,u,t,i,r,-,-,-
tupi1273,-,-,p,o,t,3,r,-,-,-
guaj1255,-,i,p,u,t,3,r,-,-,-
xing1248,-,-,p,o,t,3,r,a,-,-
kama1373,-,-,p,o,t,3,t,-,-,-
urub1250,-,-,p,u,t,3,r,-,-,-
waya1270,-,-,p,o,t,3,-,-,-,-
avac1239,-,-,p,u,t,3,r,-,-,-
east2555,-,-,p,o,t,3,-,-,-,-
para1311,-,3,b,o,t,3,-,-,-,-
mbya1239,-,-,p,o,t,3,-,-,-,-
guar1292,-,-,p,o,t,3,r,-,-,-
nhen1239,-,-,p,u,t,i,r,a,-,-
kaya1329,-,3,w,o,t,3,r,-,-,-
amun1246,-,3,p,o,t,3,r,a,-,-
urue1240,-,3,p,o,t,3,r,a,-,-
tenh1241,-,3,p,o,t,3,r,a,-,-
paus1244,-,-,p,o,t,i,-,-,-,-
emer1243,-,-,p,o,t,3,k,-,-,-
toca1235,-,-,p,o,t,3,r,a,-,-
para1312,-,-,p,o,t,3,r,-,-,-
tapi1254,-,-,p,a,t,3,t,-,-,-
suru1262,-,-,p,u,t,3,r,-,-,-
anam1249,-,-,p,u,t,3,-,-,-,-
apia1248,-,3,w,o,t,3,r,a,-,-
guaj1256,-,-,m,3,t,3,-,-,-,-
araw1273,-,i,p,u,t,i,-,-,-,-
coca1259,-,-,-,-,c,e,c,a,-,-
omag1248,-,-,-,-,s,i,s,a,-,-
ache1246,-,-,p,u,t,3,-,-,-,-
xeta1241,d,e,b,o,t,e,r,a,m,e
yuqu1240,-,-,-,u,t,i,-,-,-,-
siri1273,-,-,-,u,t,i,-,-,-,-
sate1243,-,-,p,o,h,3,t,-,-,-
awet1244,-,-,p,o,t,3,t,-,-,-
