language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
temb1276,-,-,k,-,a,-,-,7,i,-,-,-
xing1248,-,-,k,-,a,-,-,7,i,-,-,-
kama1373,-,-,k,-,a,-,-,7,i,-,-,-
waya1270,-,-,k,-,a,-,-,7,i,-,-,-
avac1239,-,-,k,-,a,-,-,-,y,-,-,-
kaya1329,-,-,k,-,a,-,-,7,i,-,-,-
para1311,-,-,k,-,a,-,-,7,i,-,-,-
mbya1239,-,-,k,-,a,-,-,7,i,-,-,-
guar1292,-,-,k,-,a,-,-,7,i,-,-,-
urub1250,-,-,k,-,a,-,-,7,i,-,-,-
amun1246,-,-,k,-,a,-,-,7,i,-,-,-
urue1240,-,-,k,-,a,-,-,7,i,-,-,-
tenh1241,-,-,k,-,a,-,-,7,i,-,-,-
emer1243,-,-,k,-,a,-,-,7,i,-,-,-
toca1235,-,-,k,-,a,-,-,7,i,-,-,-
para1312,-,-,k,-,a,-,-,7,i,-,-,-
tapi1254,-,-,k,-,a,-,-,7,i,-,-,-
suru1262,-,-,k,-,a,-,-,7,i,-,-,-
guaj1256,-,-,k,-,a,-,-,7,i,-,-,-
araw1273,-,-,k,-,a,-,i,t,e,-,-,-
coca1259,-,-,k,-,a,-,-,y,u,-,-,-
omag1248,m,i,y,-,a,-,-,r,a,-,-,-
yuqu1240,-,-,k,y,e,-,-,-,i,-,-,-
siri1273,-,-,k,y,e,-,-,-,i,-,-,-
sate1243,-,-,h,-,a,n,u,7,a,-,-,n
awet1244,-,-,k,-,a,-,-,7,i,y,3,t
