language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
xing1248,-,-,-,k,-,-,u,j,e,-,m,-,-,-,a,7,e,-,-
kama1373,a,-,-,k,-,-,w,-,a,-,m,-,-,-,a,7,e,-,-
waya1270,-,-,-,k,-,-,w,-,i,-,m,-,-,-,a,7,e,-,-
avac1239,a,-,-,k,-,-,w,-,a,-,m,-,-,-,a,-,e,-,-
kaya1329,-,-,-,k,-,-,w,-,i,-,m,-,-,-,a,7,e,-,-
east2555,-,-,-,k,-,-,u,-,i,-,m,-,-,-,a,-,e,-,-
para1311,-,-,-,k,-,-,u,-,i,-,m,-,-,-,a,7,e,-,-
mbya1239,-,-,-,k,-,-,u,-,i,-,m,-,-,-,a,7,e,-,-
guar1292,-,-,-,k,-,-,u,-,i,-,m,-,-,b,a,7,e,-,-
urub1250,-,-,-,s,-,-,-,-,a,-,-,-,-,w,a,7,e,-,-
nhen1239,-,-,-,-,-,-,-,-,a,-,p,i,-,g,a,w,a,-,-
amun1246,-,-,-,k,-,-,w,-,a,-,m,-,-,-,a,7,e,-,-
urue1240,-,-,-,k,-,-,w,-,a,-,m,-,-,-,a,7,e,-,-
tenh1241,-,-,-,k,-,-,w,-,a,y,m,-,-,-,a,7,e,-,-
emer1243,a,w,a,k,-,-,w,-,-,-,-,-,-,-,-,-,e,l,-
toca1235,-,-,-,k,-,-,o,-,-,-,m,-,-,-,a,7,e,-,-
para1312,-,-,-,k,-,-,u,-,-,-,m,-,-,-,a,7,e,-,-
tapi1254,a,-,-,k,-,-,o,-,-,-,m,-,-,-,a,7,e,-,-
suru1262,-,-,-,k,-,-,u,-,-,-,m,-,-,-,a,7,e,-,-
guaj1256,-,-,-,-,-,-,w,-,a,-,n,-,-,-,i,h,a,-,-
araw1273,-,-,-,k,-,-,u,-,-,-,m,-,-,-,e,7,e,-,-
coca1259,-,-,-,n,-,-,i,-,a,-,p,i,t,s,a,r,a,-,-
omag1248,-,-,-,y,-,-,-,-,a,-,p,i,-,s,a,r,a,-,-
ache1246,-,-,-,k,-,-,3,-,-,-,b,-,-,-,a,-,i,-,-
xeta1241,-,-,-,k,a,n,o,-,-,-,m,-,-,-,-,-,i,-,-
yuqu1240,-,-,-,k,-,-,-,-,e,-,b,-,-,-,a,-,-,-,-
siri1273,-,-,-,k,-,-,-,-,i,-,m,-,-,b,a,-,e,-,-
sate1243,-,-,-,-,-,-,-,-,i,-,h,-,-,-,a,-,i,5,a
