language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
temb1276,-,-,-,-,-,-,z,-,a,t,e,h,u,k,-,-,-
tupi1273,-,-,-,-,-,-,y,-,a,t,e,b,u,k,-,-,-
guaj1255,-,-,-,-,-,-,z,-,a,t,3,h,u,k,-,-,-
kama1373,-,-,-,-,-,-,y,-,e,t,e,b,u,k,-,-,-
urub1250,-,-,-,-,-,-,y,-,e,t,e,-,u,k,-,-,-
waya1270,-,-,-,-,-,-,y,-,a,t,e,-,o,-,-,-,-
east2555,-,-,-,-,-,-,y,-,a,t,e,-,u,-,-,-,-
para1311,-,-,-,-,-,-,y,-,a,t,e,v,u,-,-,-,-
mbya1239,-,-,d,-,-,-,Z,-,a,t,e,b,u,-,-,-,-
guar1292,-,-,-,-,-,-,y,-,a,t,e,b,u,-,-,-,-
nhen1239,k,a,r,a,-,-,p,-,a,t,-,-,u,-,-,-,-
kaya1329,-,-,-,-,-,-,y,-,a,t,e,w,u,k,-,-,-
amun1246,-,-,-,-,-,-,y,-,a,t,e,b,u,g,-,-,-
urue1240,-,-,-,-,-,-,y,-,a,t,e,b,u,g,-,-,-
tenh1241,-,-,-,-,-,-,y,-,a,t,e,b,u,g,-,-,-
paus1244,-,-,-,-,-,-,m,-,u,t,e,w,i,-,-,-,-
emer1243,-,-,-,-,-,-,z,-,a,t,e,-,u,s,i,n,e
para1312,-,-,-,-,-,-,C,-,a,t,e,7,o,g,-,-,-
tapi1254,-,-,-,-,-,-,t,-,a,t,e,w,o,k,-,-,-
suru1262,-,-,-,-,-,-,k,-,a,t,e,-,u,g,-,-,-
anam1249,-,-,-,-,-,-,y,-,i,t,e,h,u,-,-,-,-
apia1248,-,-,-,-,-,-,s,-,a,t,e,b,o,g,i,-,a
araw1273,-,-,-,-,-,-,y,-,a,t,e,w,o,-,-,-,-
coca1259,-,-,m,a,p,-,i,-,a,r,i,-,-,-,-,-,-
omag1248,-,-,-,-,p,-,i,r,a,t,a,-,-,-,-,-,-
xeta1241,-,-,-,-,-,-,5,-,a,t,e,w,3,-,-,-,-
siri1273,-,-,-,-,-,-,-,-,-,t,e,b,u,-,-,-,-
sate1243,-,-,-,-,w,e,w,-,a,t,-,-,-,-,-,-,-
