language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
tupi1273,-,y,e,p,e,-,7,a,b,-
guaj1255,-,z,a,p,e,-,7,a,w,-
xing1248,-,i,a,-,-,-,k,3,-,-
kama1373,-,y,a,p,e,-,7,a,w,-
urub1250,-,y,a,p,e,-,7,a,-,-
waya1270,-,y,a,p,e,-,7,a,-,-
avac1239,-,y,a,-,-,-,k,a,y,-
east2555,-,y,e,p,e,-,-,a,-,-
para1311,-,y,e,p,e,-,7,a,-,-
mbya1239,-,y,a,p,e,-,7,a,-,-
guar1292,-,y,e,p,e,-,7,a,-,-
nhen1239,-,y,e,p,e,a,w,a,-,-
kaya1329,-,t,a,-,-,-,t,a,-,-
tenh1241,-,-,a,t,a,-,7,3,-,-
paus1244,-,8,a,p,e,-,7,a,-,-
toca1235,-,C,e,p,e,-,7,a,-,-
para1312,-,C,e,p,e,-,-,a,b,-
araw1273,-,-,-,-,i,-,h,a,C,i
coca1259,-,-,i,p,i,-,-,a,-,-
omag1248,-,-,i,p,i,-,-,a,-,-
yuqu1240,-,y,-,-,-,-,-,a,-,-
siri1273,d,Z,-,-,e,-,-,a,-,-
