language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tupi1273,-,-,-,-,p,u,r,u,-,7,a,-
guaj1255,-,-,-,-,p,u,r,u,-,7,a,-
kama1373,-,-,-,-,p,3,r,u,-,7,a,-
urub1250,-,-,-,-,p,u,r,u,-,7,a,-
waya1270,-,a,k,a,p,-,-,-,-,-,e,-
avac1239,-,3,-,-,p,u,-,-,-,-,a,-
east2555,-,-,-,-,-,-,-,3,-,-,e,-
para1311,-,-,-,-,-,-,-,3,-,-,e,-
mbya1239,-,-,-,-,p,u,r,u,-,7,a,-
guar1292,-,-,-,-,-,-,-,i,-,-,e,-
nhen1239,-,-,-,-,m,u,r,u,-,-,a,-
kaya1329,-,-,-,-,-,-,-,e,-,w,e,k
amun1246,-,e,-,-,w,e,g,-,-,-,a,-
urue1240,-,e,-,-,w,e,g,-,-,-,a,-
tenh1241,-,e,-,-,b,e,y,-,-,-,-,-
paus1244,-,-,-,-,p,u,r,u,-,7,a,-
emer1243,-,-,-,-,-,-,-,3,-,-,e,-
toca1235,-,e,-,-,w,e,-,-,-,N,a,-
para1312,-,-,-,-,p,3,r,o,-,7,o,-
tapi1254,-,e,-,-,w,e,-,-,-,k,-,-
guaj1256,-,-,-,-,p,a,r,a,-,w,a,-
araw1273,-,-,-,-,p,i,r,i,-,7,i,-
coca1259,c,e,-,-,w,e,-,-,-,k,a,-
omag1248,s,i,-,-,w,i,-,-,-,k,a,-
yuqu1240,-,-,-,-,-,-,-,3,-,-,e,-
siri1273,-,-,-,-,-,-,-,i,-,-,e,-
sate1243,-,-,-,-,p,3,r,u,m,7,a,-
awet1244,-,-,-,-,p,3,l,u,-,p,-,-
