language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,k,-,-,w,-,3,-,-,-,-,-
xing1248,-,-,-,p,-,u,-,-,-,-,-
kama1373,h,-,-,w,-,a,-,-,7,-,i
waya1270,p,u,-,7,-,a,-,-,-,-,-
avac1239,k,-,-,w,-,a,-,-,-,-,-
east2555,k,-,-,w,-,a,-,-,-,-,-
para1311,k,-,-,w,-,a,-,-,-,-,-
mbya1239,k,-,-,w,-,a,-,-,-,-,-
guar1292,-,-,-,p,-,o,-,-,-,-,-
urub1250,-,-,-,p,-,o,-,-,-,-,-
nhen1239,-,-,-,p,-,u,-,-,-,-,-
amun1246,p,-,-,w,-,a,-,-,-,-,-
urue1240,p,-,-,u,-,a,-,-,-,-,-
tenh1241,p,-,-,w,-,a,-,-,-,-,-
emer1243,p,-,-,o,-,a,-,-,n,-,-
toca1235,k,o,a,p,-,e,-,-,-,-,-
para1312,k,o,a,k,-,3,-,-,g,-,-
tapi1254,m,a,a,k,-,3,-,-,g,-,-
araw1273,p,-,-,-,-,i,-,-,-,-,-
coca1259,p,-,-,w,-,a,-,-,-,-,-
omag1248,p,-,-,w,-,a,3,a,n,t,i
ache1246,p,a,-,k,-,a,-,-,-,-,-
xeta1241,k,-,-,-,-,a,-,-,-,-,-
yuqu1240,-,-,-,-,-,o,-,o,-,-,-
siri1273,k,-,-,w,-,a,-,-,-,-,-
sate1243,m,u,7,u,5,a,-,-,-,-,-
