language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
temb1276,-,-,-,a,p,-,-,o,-,-,-,-
tupi1273,-,-,-,a,k,-,-,o,-,-,-,-
guaj1255,-,-,z,a,p,-,-,o,-,-,-,-
xing1248,-,-,-,a,p,-,-,a,-,-,-,-
kama1373,-,-,7,a,w,3,k,3,-,-,-,-
urub1250,m,u,y,a,-,-,-,-,-,-,-,-
waya1270,-,-,-,-,n,-,-,u,-,-,-,-
avac1239,-,-,y,a,p,-,-,o,-,-,-,-
east2555,-,-,-,a,p,-,-,o,-,-,-,-
para1311,-,-,y,a,p,-,-,o,-,-,-,-
mbya1239,d,-,Z,a,p,-,-,o,-,-,-,-
guar1292,-,-,y,a,p,-,-,o,-,-,-,-
nhen1239,m,u,y,a,-,-,-,-,-,-,-,-
kaya1329,-,-,-,a,p,-,-,o,-,-,-,-
amun1246,-,-,7,a,p,-,-,o,-,-,-,-
urue1240,-,-,7,a,p,-,-,o,-,-,-,-
tenh1241,-,-,7,a,p,-,-,o,-,-,-,-
paus1244,-,-,8,a,p,-,-,o,-,-,-,-
emer1243,-,-,m,a,-,-,-,e,-,-,-,-
toca1235,-,-,-,a,p,-,-,o,-,-,-,-
para1312,-,-,-,a,p,-,-,o,-,-,-,-
tapi1254,-,-,-,a,p,-,-,o,-,-,-,-
suru1262,-,-,-,a,p,-,-,o,-,-,-,-
anam1249,m,u,y,a,-,-,-,-,-,-,-,-
guaj1256,-,-,y,a,p,-,-,o,-,-,-,-
araw1273,-,-,-,-,m,-,-,u,y,-,-,i
coca1259,-,-,y,a,-,-,-,u,-,-,k,i
omag1248,-,-,-,i,p,-,-,u,r,a,k,a
ache1246,-,-,y,a,p,-,-,o,-,-,-,-
xeta1241,-,-,C,a,p,-,w,a,-,-,-,-
yuqu1240,-,-,y,-,-,-,-,o,-,-,-,-
siri1273,-,-,C,a,-,-,-,o,-,-,-,-
sate1243,-,-,n,-,-,-,-,u,N,-,-,-
