language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
temb1276,-,z,a,-,-,w,-,a,-,r,-,-,-,-,-,-,-
tupi1273,-,y,a,-,g,w,-,a,-,r,-,-,-,-,-,-,-
guaj1255,-,z,a,-,-,w,-,a,-,r,-,u,h,u,-,-,-
xing1248,d,Z,a,-,-,w,-,a,-,r,-,-,-,-,-,-,-
kama1373,-,y,a,-,-,w,-,a,-,t,-,-,-,-,-,-,-
urub1250,-,y,a,-,-,w,-,a,-,r,-,e,t,e,-,-,-
waya1270,-,y,a,-,-,w,-,a,-,r,-,-,-,-,-,-,-
avac1239,-,y,a,-,-,w,-,a,-,r,a,e,t,e,u,h,u
east2555,-,y,a,-,-,w,-,a,-,-,-,-,-,-,-,-,-
para1311,-,y,a,-,g,w,-,a,-,r,-,e,t,e,-,-,-
mbya1239,-,-,a,-,g,w,-,a,-,r,-,-,-,a,-,-,-
guar1292,-,j,a,-,k,w,-,a,-,-,-,-,-,-,-,-,-
nhen1239,-,y,a,-,-,w,-,a,-,r,-,e,t,e,-,-,-
kaya1329,-,y,a,-,-,w,-,a,-,-,-,-,-,-,-,-,-
amun1246,-,y,a,7,g,w,-,a,-,r,-,-,-,-,-,-,-
urue1240,-,y,a,7,g,w,-,a,-,r,-,-,-,-,-,-,-
tenh1241,-,y,a,7,g,w,-,a,-,r,-,-,-,-,-,-,-
paus1244,-,8,a,-,-,w,-,a,-,-,-,-,-,-,-,-,-
emer1243,d,Z,a,-,-,w,-,a,-,t,-,-,-,-,-,-,-
toca1235,-,s,a,-,-,w,-,a,-,r,-,-,-,-,-,-,-
para1312,-,C,a,-,-,w,-,a,-,r,-,-,-,a,-,-,-
tapi1254,-,C,a,-,-,w,-,a,-,r,-,-,-,-,-,-,-
suru1262,-,s,a,-,-,w,-,a,-,r,-,-,-,-,-,-,-
anam1249,-,y,a,-,-,w,-,a,-,-,-,-,-,-,-,-,-
apia1248,-,s,a,-,-,w,-,a,-,r,-,-,-,-,-,-,-
guaj1256,-,y,a,-,-,w,-,a,-,r,-,-,-,-,-,-,-
araw1273,-,5,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
coca1259,-,-,a,-,3,m,-,a,n,t,-,-,-,a,-,-,-
ache1246,-,y,a,-,-,w,-,a,-,-,-,-,-,-,-,-,-
xeta1241,-,5,a,-,g,w,-,a,-,-,-,-,-,-,-,-,-
yuqu1240,-,y,a,-,g,w,-,a,-,-,-,-,-,-,-,-,-
siri1273,-,C,a,-,k,w,-,a,-,-,-,-,-,-,-,-,-
sate1243,-,-,a,-,-,w,3,a,-,t,-,-,-,o,-,-,-
awet1244,-,t,a,-,-,w,-,a,-,t,-,-,-,-,-,-,-
