language,x1,x2,x3,x4,x5
temb1276,-,z,i,w,a
xing1248,d,Z,i,w,a
kama1373,-,y,3,w,a
waya1270,-,y,3,w,a
avac1239,d,Z,3,w,a
kaya1329,-,y,3,w,a
east2555,-,y,i,w,a
para1311,-,y,i,b,a
mbya1239,d,Z,i,w,a
guar1292,-,y,3,b,a
urub1250,-,y,3,w,a
nhen1239,-,y,u,w,a
amun1246,d,Z,i,b,a
tenh1241,-,y,3,b,-
emer1243,-,e,i,w,a
toca1235,-,c,3,w,a
para1312,-,C,3,b,-
tapi1254,-,C,i,w,a
suru1262,-,s,3,w,a
guaj1256,-,-,i,w,a
araw1273,-,y,3,w,a
coca1259,-,-,i,w,a
omag1248,-,y,3,w,a
xeta1241,d,Z,3,b,a
yuqu1240,-,y,i,b,a
siri1273,-,C,i,b,a
sate1243,-,m,o,p,3
awet1244,-,k,3,w,a
