language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
xing1248,-,u,j,-,-,-,e,-,r,u,-,-,-,-,-,-,-,-,i,k,-
kama1373,m,o,y,o,7,-,i,-,r,u,-,-,-,-,-,-,-,-,-,-,-
waya1270,-,-,-,-,-,-,i,-,r,o,-,-,t,-,-,-,-,-,e,-,-
kaya1329,-,-,-,-,-,-,i,-,r,u,p,a,w,-,-,-,-,-,e,-,-
east2555,-,-,-,-,-,-,i,-,r,u,-,-,n,-,-,-,-,-,3,-,-
para1311,-,-,-,-,-,-,i,-,r,u,-,-,n,-,-,-,-,-,3,-,-
mbya1239,-,-,-,-,-,-,i,-,r,u,-,-,n,-,-,-,-,-,3,-,-
nhen1239,-,-,-,-,-,-,i,-,r,u,-,-,n,-,-,-,-,-,i,-,-
emer1243,m,-,-,-,-,-,o,m,k,o,-,-,n,-,-,-,-,t,e,-,-
toca1235,-,-,-,-,-,-,i,-,r,o,-,-,N,a,t,o,e,t,e,-,-
para1312,-,-,-,-,-,-,i,-,r,o,-,-,g,a,t,o,e,t,e,-,-
tapi1254,-,-,-,-,-,-,u,-,r,u,-,-,n,-,-,-,-,d,3,-,-
araw1273,m,-,-,-,-,-,u,-,k,u,y,-,m,u,-,-,-,k,u,y,-
coca1259,-,-,-,-,-,-,i,-,r,u,-,-,-,-,-,-,-,-,a,k,a
omag1248,-,-,-,-,-,-,i,-,r,u,-,-,-,-,-,-,-,-,a,k,a
sate1243,-,-,-,-,t,-,-,-,-,u,-,-,k,-,-,a,-,w,a,-,-
awet1244,m,o,-,-,k,o,i,-,m,o,-,-,k,-,-,o,-,-,i,-,-
