language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
xing1248,-,-,-,-,-,-,-,u,-,-,-,-,b,e,b,u,y
kama1373,-,-,7,-,-,-,-,3,-,-,-,-,t,a,p,-,-
waya1270,-,-,-,-,-,-,-,3,-,-,-,-,-,a,-,-,-
avac1239,-,-,-,-,-,-,-,3,-,-,-,-,t,a,w,-,-
east2555,-,-,-,-,-,-,-,3,-,-,-,-,t,a,-,-,-
para1311,-,-,-,-,-,-,-,3,-,-,-,-,t,a,-,-,-
mbya1239,-,-,7,-,-,-,-,i,-,-,-,-,t,a,-,-,-
guar1292,-,-,-,-,-,-,-,3,-,-,-,-,t,a,-,-,-
urub1250,y,u,p,-,-,-,-,e,-,-,-,-,t,e,-,-,-
nhen1239,-,-,w,-,-,-,-,i,-,-,-,-,t,a,-,-,-
amun1246,-,-,-,-,-,-,-,5,-,-,-,a,h,o,-,-,g
urue1240,-,-,-,-,-,-,-,3,-,-,p,e,t,a,-,-,-
tenh1241,-,-,-,-,-,-,-,3,t,a,b,a,t,a,-,-,-
emer1243,-,-,7,-,-,-,-,3,-,-,-,-,t,a,-,-,-
toca1235,-,-,w,-,-,-,-,e,-,-,-,-,w,o,-,-,C
para1312,-,-,C,e,m,o,p,i,-,-,-,-,p,a,-,-,-
tapi1254,-,-,7,-,-,3,-,3,-,-,-,-,t,a,-,-,-
araw1273,-,-,-,-,-,-,-,i,-,-,-,-,t,a,-,-,-
coca1259,-,-,-,-,-,-,-,3,-,-,-,a,t,a,-,-,-
omag1248,-,-,-,-,-,-,-,3,-,-,-,a,t,a,-,-,-
yuqu1240,-,-,-,-,-,-,-,i,t,-,-,a,t,a,-,-,-
siri1273,-,-,-,-,-,-,-,i,-,-,-,-,t,a,-,-,-
