language,x1,x2,x3,x4,x5,x6,x7,x8
temb1276,-,-,-,3,w,-,-,3
tupi1273,-,-,-,3,b,-,-,3
guaj1255,-,-,-,3,w,-,-,3
xing1248,-,-,-,3,w,-,-,3
kama1373,-,-,-,3,w,-,-,3
urub1250,-,-,-,3,w,-,-,3
waya1270,-,-,-,3,w,-,-,3
avac1239,-,-,-,3,w,-,-,3
east2555,-,-,-,3,b,-,-,3
para1311,-,-,-,3,b,-,-,3
mbya1239,-,-,-,3,b,-,-,3
guar1292,-,-,-,3,b,-,-,3
nhen1239,-,-,-,3,b,-,-,3
kaya1329,-,-,-,3,w,-,-,3
amun1246,-,-,-,3,b,-,-,3
urue1240,-,-,-,3,b,-,-,3
tenh1241,-,-,-,3,b,-,-,3
paus1244,-,-,-,i,w,-,-,i
emer1243,-,-,-,3,w,-,-,3
toca1235,7,-,-,3,w,-,-,3
para1312,-,-,-,3,b,-,-,3
tapi1254,-,-,-,3,w,-,-,3
suru1262,-,-,-,3,w,-,-,3
anam1249,-,-,-,3,w,-,-,3
apia1248,-,-,-,3,w,-,-,3
guaj1256,-,-,-,-,w,-,-,3
araw1273,-,-,-,i,w,-,-,i
coca1259,t,u,y,u,k,-,-,a
omag1248,t,u,y,u,k,-,-,a
xeta1241,-,-,-,e,w,u,-,a
yuqu1240,-,-,-,i,b,-,-,i
siri1273,-,-,-,i,b,-,-,i
sate1243,-,-,-,3,-,-,-,i
awet1244,-,-,-,3,b,e,t,e
