language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
temb1276,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
tupi1273,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
guaj1255,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
xing1248,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
kama1373,-,-,-,-,-,-,-,t,a,p,-,i,7,i,t,-,-,-,-
urub1250,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
waya1270,-,-,-,-,-,-,-,t,a,p,-,i,7,i,-,-,-,-,-
avac1239,-,-,-,-,-,-,-,t,a,p,-,-,-,i,r,-,-,-,-
east2555,-,-,m,b,-,-,o,r,e,w,-,-,-,i,-,-,-,-,-
para1311,-,-,m,b,-,-,o,r,e,b,-,-,-,i,-,-,-,-,-
mbya1239,-,-,m,b,-,-,o,r,e,-,-,-,-,-,-,-,-,-,-
nhen1239,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
kaya1329,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
amun1246,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
urue1240,-,-,-,-,-,-,-,t,a,p,-,-,-,i,r,-,-,-,-
tenh1241,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
paus1244,-,-,-,-,-,-,-,t,a,p,-,3,7,3,-,-,-,-,-
emer1243,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
toca1235,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
para1312,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
tapi1254,-,-,-,-,-,-,-,t,a,p,-,i,7,i,t,-,-,-,-
suru1262,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
anam1249,-,-,-,-,-,-,-,t,a,p,-,3,7,3,-,-,-,-,-
apia1248,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
guaj1256,-,-,-,-,-,-,-,t,a,p,-,i,7,i,r,-,-,-,-
araw1273,-,-,-,-,-,-,-,t,a,p,-,u,7,3,-,-,-,-,-
coca1259,-,-,-,-,-,-,-,t,a,p,-,i,r,a,-,-,-,-,-
omag1248,-,-,-,s,-,-,a,C,a,v,-,a,T,a,-,-,-,-,-
ache1246,-,-,-,-,-,-,-,-,-,b,r,e,b,i,-,-,-,-,-
xeta1241,-,-,-,-,-,-,-,t,a,p,-,-,-,i,r,a,d,Z,o
siri1273,e,a,k,w,-,-,a,t,o,-,-,-,-,y,-,-,-,-,-
sate1243,-,-,-,w,e,w,a,t,o,-,-,-,-,-,-,-,-,-,-
