language,x1,x2,x3,x4,x5,x6,x7
temb1276,-,-,-,-,h,-,3
xing1248,-,-,-,-,h,-,3
kama1373,-,-,-,-,y,-,3
waya1270,-,-,-,-,-,-,3
avac1239,-,-,-,-,-,-,3
kaya1329,-,-,-,-,-,-,3
east2555,-,-,-,-,s,-,3
para1311,-,-,-,-,s,-,3
mbya1239,-,-,-,-,S,-,3
guar1292,-,-,-,-,s,-,3
urub1250,-,-,-,-,h,-,3
nhen1239,-,-,m,a,5,-,a
amun1246,t,u,m,a,h,e,a
urue1240,t,u,m,a,h,e,a
tenh1241,-,-,-,-,-,-,3
emer1243,-,-,-,-,-,-,3
toca1235,-,-,-,-,h,-,3
para1312,-,-,-,-,h,-,3
tapi1254,-,-,-,-,-,-,3
suru1262,-,-,-,-,s,-,3
guaj1256,-,-,-,-,h,-,3
araw1273,-,-,-,-,h,-,i
coca1259,-,-,m,a,m,-,a
omag1248,-,-,m,a,m,-,a
yuqu1240,-,-,-,-,t,a,i
siri1273,-,-,-,-,s,-,i
sate1243,-,-,-,-,t,-,3
awet1244,-,-,-,-,t,-,3
