language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
temb1276,-,-,z,-,e,-,-,-,w,-,-,-,-,3,r,-
tupi1273,-,-,y,-,e,-,-,-,b,-,-,-,-,i,r,-
guaj1255,-,-,z,-,e,-,-,-,w,-,-,-,-,3,r,-
xing1248,d,-,Z,-,3,-,-,-,w,-,-,-,-,3,t,-
kama1373,-,-,y,-,e,-,-,-,w,-,-,-,-,3,r,-
urub1250,-,-,y,-,3,-,-,-,w,-,-,-,-,3,r,-
waya1270,-,-,y,-,e,-,-,-,w,-,-,-,-,3,-,-
avac1239,d,-,Z,-,e,-,-,-,w,-,-,-,-,3,g,-
east2555,-,-,y,-,e,-,-,-,-,-,-,-,-,-,-,-
para1311,-,-,y,-,e,-,-,-,v,-,-,-,-,3,-,-
mbya1239,d,-,Z,-,e,-,-,-,w,-,-,-,-,3,-,-
guar1292,-,-,y,-,e,-,-,-,w,-,-,-,-,3,-,-
nhen1239,-,-,y,-,u,-,-,-,w,-,-,-,-,i,r,i
kaya1329,-,-,y,-,e,-,-,-,w,-,-,-,-,3,-,-
amun1246,-,-,y,-,i,-,-,-,b,-,-,-,-,3,r,-
urue1240,-,-,y,-,i,-,-,-,b,-,-,-,-,3,r,-
tenh1241,-,-,y,-,i,-,-,-,b,-,-,-,-,3,r,-
paus1244,-,-,8,-,e,-,-,-,w,-,-,-,-,i,-,-
emer1243,-,-,z,-,e,-,-,-,w,-,-,-,-,i,l,-
toca1235,-,-,s,-,e,-,-,-,w,-,-,-,-,3,n,-
para1312,k,o,b,-,e,n,i,o,b,-,-,-,-,e,-,-
tapi1254,-,-,C,-,e,-,-,-,w,-,-,-,-,3,t,-
suru1262,-,-,s,-,e,-,-,-,w,-,-,-,-,3,r,-
anam1249,-,-,r,-,i,-,-,-,-,-,-,-,-,-,-,-
guaj1256,-,-,-,-,i,-,-,-,w,-,-,-,-,3,r,-
araw1273,-,-,y,-,3,-,-,-,w,-,-,-,-,3,-,-
coca1259,-,-,i,r,i,-,-,-,w,a,k,a,t,a,-,-
omag1248,-,-,i,r,i,-,-,-,w,-,-,-,-,a,-,-
ache1246,-,-,y,-,e,-,-,-,w,-,-,-,-,3,-,-
xeta1241,d,-,Z,-,i,-,-,-,w,-,-,-,-,-,-,-
yuqu1240,-,-,y,-,i,-,-,-,b,-,-,-,-,i,y,i
siri1273,-,-,n,-,a,k,-,-,w,-,-,-,-,a,t,e
sate1243,-,-,-,-,a,-,i,-,p,-,-,-,-,o,k,-
