language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
temb1276,-,-,p,e,-,z,u,-,-,-
tupi1273,-,-,p,e,-,y,u,-,-,-
guaj1255,-,-,p,e,-,z,u,-,-,-
xing1248,-,-,m,o,-,n,3,-,-,k
kama1373,-,-,p,e,-,y,u,-,-,-
urub1250,-,-,p,e,-,y,u,-,-,-
waya1270,-,-,p,e,-,y,u,-,-,-
avac1239,-,-,p,e,-,i,u,-,-,-
east2555,-,-,p,e,-,y,u,-,-,-
para1311,-,-,p,e,-,y,u,-,-,-
mbya1239,-,-,p,e,d,Z,u,-,-,-
guar1292,-,-,p,e,-,y,u,-,-,-
nhen1239,-,-,p,e,-,v,u,-,-,-
amun1246,-,-,p,e,-,y,u,-,-,-
urue1240,-,-,p,e,-,y,u,-,-,-
tenh1241,-,-,p,e,-,y,u,-,-,-
paus1244,-,-,p,e,-,8,u,-,-,-
emer1243,-,-,p,e,d,Z,u,-,-,-
toca1235,-,-,m,o,-,n,3,-,-,N
para1312,-,-,p,-,-,-,3,-,-,-
tapi1254,-,-,p,e,-,C,o,-,-,-
anam1249,-,-,w,a,-,w,3,-,-,-
guaj1256,-,-,p,3,-,-,-,-,-,-
araw1273,-,-,-,-,-,-,u,a,w,i
coca1259,c,a,p,-,-,-,u,-,-,-
omag1248,s,a,p,-,-,-,u,-,-,-
ache1246,-,-,p,e,-,y,u,-,-,-
xeta1241,-,-,p,e,d,Z,u,-,-,-
yuqu1240,-,-,-,i,-,y,u,-,-,-
siri1273,-,-,-,3,-,C,u,-,-,-
sate1243,-,-,p,e,-,h,u,-,-,-
awet1244,-,-,p,e,-,t,u,-,-,-
