language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
temb1276,-,-,-,e,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
tupi1273,-,-,-,e,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
guaj1255,-,-,h,e,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
xing1248,-,-,-,-,-,-,t,a,m,-,-,-,-,-,-,a,k,3,N,-
kama1373,-,-,h,e,-,-,t,i,m,-,-,-,-,-,-,a,k,a,N,-
urub1250,-,-,-,i,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
waya1270,-,-,-,e,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
avac1239,-,-,-,e,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
east2555,-,-,-,-,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
para1311,-,-,t,e,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
mbya1239,-,-,-,e,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
guar1292,-,-,-,e,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
nhen1239,-,-,-,e,-,-,t,i,m,-,-,-,-,-,-,a,-,-,-,-
amun1246,-,-,-,e,-,-,t,3,m,-,-,-,-,-,-,a,k,a,N,-
urue1240,-,-,-,e,-,-,t,3,m,-,-,-,-,-,-,a,k,a,N,3
tenh1241,-,-,-,-,-,-,p,3,-,-,-,-,-,-,-,a,-,-,-,-
paus1244,-,-,-,e,-,-,t,i,m,-,-,-,-,-,-,3,-,-,-,-
emer1243,-,-,-,e,-,-,t,u,m,-,-,-,-,-,-,a,-,-,-,-
toca1235,-,-,n,e,-,-,t,3,m,o,C,-,-,i,7,a,-,-,-,-
para1312,-,-,-,i,-,-,k,u,5,-,-,-,-,-,-,a,-,-,-,-
tapi1254,-,-,t,3,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
suru1262,-,-,y,e,-,-,t,3,m,a,k,a,p,e,n,a,-,-,-,-
anam1249,-,-,-,-,-,-,t,a,m,-,-,-,-,-,-,a,k,3,-,-
apia1248,-,-,s,i,-,-,t,o,m,-,-,-,-,-,-,a,k,a,N,-
guaj1256,-,-,-,a,-,-,t,a,m,-,-,-,-,-,-,a,-,-,-,-
araw1273,-,-,h,e,r,i,t,3,m,-,-,-,-,-,-,a,-,i,-,-
coca1259,-,-,c,u,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
ache1246,-,-,-,-,-,-,k,3,m,a,k,-,-,-,-,a,-,-,-,-
xeta1241,-,-,-,-,-,-,t,3,m,-,-,-,-,-,-,a,-,-,-,-
yuqu1240,o,g,w,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siri1273,-,-,-,e,-,-,t,i,m,-,-,-,-,-,-,a,-,-,-,-
sate1243,-,-,-,-,-,-,7,u,p,-,-,-,-,-,-,-,-,-,-,-
awet1244,-,-,-,-,-,-,7,u,p,-,-,-,-,-,-,-,-,-,-,-
