language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
temb1276,i,i,i,-,a,-,-,-,-,-,-,r,-,-,i,-,-
xing1248,-,-,3,h,a,-,-,-,-,-,-,r,-,-,a,-,-
kama1373,-,-,3,-,a,-,-,-,-,-,-,t,-,-,-,-,-
waya1270,-,-,3,-,a,-,-,-,-,-,-,-,-,-,-,-,-
avac1239,-,-,3,-,a,-,-,-,-,-,-,r,-,-,a,-,-
kaya1329,-,-,3,-,a,-,-,-,-,-,-,r,-,-,-,-,-
east2555,-,-,-,C,a,-,-,-,-,-,-,r,-,-,a,n,a
para1311,-,-,-,3,3,-,-,-,-,-,-,-,-,-,a,-,-
mbya1239,-,-,-,y,-,-,-,-,-,-,-,-,-,-,a,-,-
guar1292,-,-,3,h,a,-,-,-,-,-,-,r,-,-,-,-,-
urub1250,-,-,-,y,a,-,-,-,-,-,-,r,u,s,u,-,-
nhen1239,-,-,3,h,a,-,-,-,-,-,-,r,-,-,-,-,-
amun1246,-,-,3,h,a,-,-,-,-,-,-,r,-,-,-,-,-
urue1240,-,-,3,h,a,-,-,-,-,-,-,r,-,-,-,-,-
tenh1241,-,-,3,h,a,-,-,-,-,-,-,r,-,-,-,-,-
emer1243,-,-,3,-,a,-,-,-,-,-,-,l,-,-,-,-,-
toca1235,-,-,3,h,a,-,-,-,-,-,-,r,-,-,-,-,-
para1312,-,-,3,7,a,-,-,-,-,-,-,r,-,-,-,-,-
tapi1254,-,-,-,y,a,-,-,-,-,-,-,r,-,-,a,-,-
suru1262,-,-,3,g,a,-,-,-,-,-,-,r,-,-,-,-,-
guaj1256,-,-,-,k,a,-,-,-,-,-,-,n,-,-,u,-,-
araw1273,-,-,-,y,a,-,-,-,-,-,-,r,u,C,u,-,-
coca1259,-,-,3,-,a,-,-,-,-,-,-,r,-,-,a,-,-
omag1248,-,-,3,-,a,-,-,-,-,-,-,r,-,-,a,-,-
xeta1241,-,-,i,p,e,-,-,-,-,-,-,k,w,-,e,-,-
yuqu1240,n,-,e,r,a,-,-,-,-,-,-,-,-,-,-,-,-
siri1273,-,-,i,r,a,m,b,e,k,e,3,y,-,-,i,-,-
sate1243,-,-,-,y,a,-,-,-,-,-,-,r,-,-,a,-,-
awet1244,-,-,-,m,a,-,-,-,-,-,-,7,-,-,a,p,e
