language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
temb1276,k,-,-,e,r,a,m,-,o,-
waya1270,k,-,-,e,l,a,m,-,u,-
avac1239,-,-,-,-,-,a,m,-,u,-
east2555,k,-,-,e,r,a,m,-,u,-
para1311,k,-,-,e,r,a,m,-,u,-
mbya1239,k,-,-,e,r,a,m,-,u,-
amun1246,k,-,-,i,r,a,m,-,u,-
tenh1241,k,-,-,i,r,a,m,-,u,-
emer1243,k,-,-,e,r,a,b,-,u,-
para1312,k,-,-,e,r,a,m,-,o,-
suru1262,k,-,-,e,r,a,m,-,u,r
guaj1256,k,-,-,e,r,e,m,b,u,-
ache1246,k,-,-,e,r,a,m,-,u,-
xeta1241,k,a,r,a,r,a,-,-,-,-
yuqu1240,k,-,-,i,n,a,m,p,i,-
siri1273,k,-,-,e,n,a,m,-,u,-
sate1243,h,-,-,o,h,-,-,-,o,-
