language,x1,x2,x3,x4,x5,x6,x7,x8
temb1276,k,-,-,a,-,-,7,a
xing1248,w,-,-,o,-,-,C,i
waya1270,p,-,-,u,-,-,7,a
avac1239,p,-,-,u,-,-,C,i
east2555,p,-,-,o,-,-,t,i
para1311,k,-,-,a,-,-,k,a
mbya1239,k,-,-,a,-,-,7,a
guar1292,p,-,-,o,-,-,C,i
urub1250,k,-,-,a,-,-,7,a
nhen1239,k,-,-,a,-,-,7,a
amun1246,7,-,-,a,-,-,t,a
tenh1241,7,-,-,a,-,-,t,a
toca1235,p,-,-,o,-,-,s,i
para1312,p,-,-,o,-,-,C,3
guaj1256,k,-,-,a,k,a,7,a
araw1273,p,-,-,u,-,-,t,3
coca1259,k,-,-,a,-,-,p,i
omag1248,k,-,-,a,-,-,p,i
ache1246,p,-,-,u,-,-,C,i
xeta1241,p,-,-,u,-,-,C,i
siri1273,-,-,-,u,-,-,S,i
sate1243,h,e,p,a,-,i,7,a
