language,x1,x2,x3,x4,x5,x6,x7
temb1276,-,-,a,w,a,-,-
tupi1273,-,-,o,b,-,-,-
guaj1255,-,-,u,w,-,-,-
xing1248,-,-,u,w,-,-,-
kama1373,-,-,o,w,-,-,-
urub1250,-,-,u,w,-,-,-
waya1270,-,-,o,w,-,-,-
avac1239,-,-,o,w,-,-,-
east2555,-,-,o,w,-,-,-
para1311,-,-,o,v,-,-,-
mbya1239,-,-,o,w,-,-,-
guar1292,-,-,o,b,a,-,-
nhen1239,-,-,u,a,-,-,-
kaya1329,e,t,3,w,a,p,e
amun1246,-,-,o,b,-,-,-
tenh1241,-,-,o,b,-,-,-
paus1244,-,-,u,w,a,-,-
emer1243,-,-,o,w,-,-,-
para1312,a,t,3,p,3,-,-
guaj1256,-,-,a,w,-,-,-
araw1273,-,-,o,w,-,-,-
coca1259,-,c,i,c,a,-,-
omag1248,-,s,i,s,a,-,-
ache1246,-,-,u,v,-,-,-
yuqu1240,-,-,u,b,a,-,-
siri1273,-,-,u,b,a,-,-
awet1244,-,-,o,w,a,-,-
