language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
temb1276,-,p,-,o,-,-,-,-,-,-,-,-,p,e,-
tupi1273,-,p,-,u,-,-,-,-,-,a,-,-,p,e,-
guaj1255,-,p,-,o,-,-,-,-,-,a,-,-,p,e,-
xing1248,-,p,-,o,-,-,-,-,-,a,-,-,p,e,-
kama1373,-,h,-,w,-,-,-,-,-,a,-,-,p,e,-
urub1250,-,p,-,o,-,-,-,-,-,a,-,-,p,e,-
waya1270,-,p,-,u,-,-,-,-,-,a,-,-,p,e,-
avac1239,-,p,w,3,-,-,-,-,-,-,-,-,p,e,-
east2555,-,p,-,-,-,-,-,-,-,a,-,-,p,e,-
para1311,-,-,-,-,-,-,-,-,-,a,-,-,p,e,-
mbya1239,-,p,-,o,-,-,-,-,-,a,-,-,p,e,-
guar1292,-,p,-,o,-,-,-,-,-,a,-,-,p,e,-
nhen1239,-,p,-,u,-,-,-,-,-,a,-,-,m,e,-
urue1240,-,p,-,o,-,-,-,-,-,-,-,-,p,e,a
tenh1241,-,p,-,o,-,-,-,-,-,a,-,-,p,e,a
paus1244,-,-,-,-,-,-,-,-,-,-,-,-,p,e,-
emer1243,-,p,-,o,-,-,-,-,-,a,-,-,p,e,-
toca1235,-,k,-,o,-,-,-,-,-,a,-,-,p,e,-
tapi1254,-,m,-,3,-,-,-,-,-,a,-,-,p,e,-
suru1262,u,p,-,u,-,-,-,-,h,o,-,-,p,e,-
apia1248,-,p,-,o,-,-,-,-,-,-,-,-,p,e,a
guaj1256,-,h,-,-,-,-,-,-,-,a,p,i,p,i,-
araw1273,-,-,-,-,-,-,-,-,-,-,-,-,p,e,-
coca1259,-,p,-,3,-,-,-,-,c,a,-,-,p,e,-
omag1248,-,p,-,3,-,-,-,-,s,a,-,-,p,i,-
xeta1241,i,p,-,w,-,-,-,-,-,a,-,-,p,e,-
yuqu1240,-,-,-,u,-,-,-,-,-,a,-,-,-,i,-
siri1273,-,-,-,o,-,-,-,-,-,a,-,-,-,e,-
sate1243,-,m,-,u,7,u,y,a,7,a,-,-,p,e,-
