language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
temb1276,-,-,-,-,-,k,-,3,-,t,3,-,-
tupi1273,-,-,-,-,-,k,-,3,-,t,i,-,-
xing1248,-,-,-,-,-,k,-,3,-,C,i,-,-
kama1373,-,-,-,-,-,k,-,3,-,c,i,-,-
urub1250,m,o,n,d,o,k,-,-,-,-,-,-,-
waya1270,-,-,-,-,-,k,-,3,-,s,3,-,-
avac1239,-,-,-,-,-,k,-,3,-,C,i,-,-
east2555,-,-,-,-,-,k,-,3,-,t,i,-,-
para1311,m,-,-,-,-,b,-,o,-,v,o,-,-
mbya1239,-,-,-,-,-,k,-,3,-,t,i,-,-
guar1292,-,-,-,-,-,y,-,a,-,c,3,-,a
nhen1239,-,-,-,-,-,y,-,a,-,p,i,n,a
kaya1329,m,o,n,-,o,k,-,-,-,-,-,-,-
amun1246,-,-,-,-,-,k,-,3,-,C,3,-,-
urue1240,-,-,-,-,-,k,-,3,-,C,3,-,-
tenh1241,-,-,-,-,-,k,-,3,-,C,3,-,-
paus1244,-,-,-,-,-,k,-,i,-,c,3,-,-
emer1243,-,-,-,-,-,k,-,a,-,r,-,-,-
toca1235,-,-,-,-,-,k,-,3,-,s,i,-,-
para1312,-,-,-,-,-,k,-,3,-,C,i,-,-
tapi1254,-,-,-,-,-,k,-,3,-,C,i,-,-
anam1249,-,-,-,-,-,k,-,3,-,t,3,-,-
apia1248,-,-,-,-,-,k,-,3,-,s,3,-,-
guaj1256,-,-,-,-,-,k,-,3,-,C,i,-,-
araw1273,-,-,-,-,i,k,-,a,-,-,-,-,-
coca1259,c,-,-,-,a,k,-,3,-,t,a,-,-
omag1248,s,-,-,-,a,k,-,3,-,t,a,-,-
ache1246,-,-,-,-,-,k,-,3,-,C,i,-,-
xeta1241,-,-,-,-,-,k,-,e,-,d,3,-,-
yuqu1240,-,-,-,-,-,k,w,a,-,s,i,y,a
siri1273,-,-,-,-,-,k,-,i,-,s,e,-,-
sate1243,-,-,-,-,a,t,-,i,7,t,e,k,-
awet1244,-,-,-,-,a,k,-,3,-,c,e,-,-
