language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,-,-,-,a,p,-,-,i,r,-,-
xing1248,-,-,-,u,p,-,-,i,t,-,-
kama1373,-,y,-,u,p,-,-,i,r,-,-
waya1270,-,y,-,u,p,-,-,i,-,-,-
avac1239,-,-,-,u,p,-,-,i,r,-,-
kaya1329,-,y,e,u,p,-,-,i,t,-,-
east2555,-,y,-,u,p,-,-,i,-,-,-
para1311,-,y,-,u,p,-,-,i,-,-,-
mbya1239,d,Z,-,u,p,-,-,3,-,-,-
guar1292,-,y,e,u,p,-,-,i,-,-,-
urub1250,-,y,-,u,p,-,-,i,r,-,-
nhen1239,-,y,-,u,p,-,-,i,r,i,-
emer1243,-,-,-,-,w,-,-,3,l,-,-
toca1235,-,-,e,o,p,-,-,i,n,-,-
para1312,-,-,-,o,p,-,-,i,n,-,-
tapi1254,-,-,-,o,p,-,-,i,t,-,-
suru1262,-,s,e,u,p,-,-,i,r,-,-
guaj1256,-,-,-,i,p,-,-,i,-,-,-
coca1259,-,-,-,-,w,a,r,i,k,-,a
omag1248,-,-,-,-,w,a,r,i,k,i,a
ache1246,-,y,-,o,p,-,-,i,-,-,-
xeta1241,-,Z,a,u,b,-,-,i,-,-,-
yuqu1240,-,y,-,i,w,-,-,i,-,-,-
siri1273,-,C,-,u,-,-,-,i,-,-,-
sate1243,-,-,-,a,m,-,-,-,-,-,-
awet1244,-,t,-,e,p,-,-,-,-,-,-
