language,x1,x2,x3,x4,x5,x6,x7,x8
temb1276,-,3,7,3,-,y,-,-
xing1248,-,a,7,3,d,Z,-,-
kama1373,-,a,7,3,-,y,-,-
waya1270,-,a,7,3,-,y,-,-
avac1239,-,a,-,3,-,y,-,-
kaya1329,-,a,7,3,-,y,-,-
east2555,h,a,-,3,-,-,-,-
para1311,-,a,7,3,-,i,-,-
mbya1239,-,a,7,3,-,i,-,-
guar1292,-,a,7,3,-,i,-,-
urub1250,-,a,7,3,-,-,-,-
nhen1239,t,a,-,i,-,5,a,-
amun1246,h,a,7,3,-,5,a,-
urue1240,h,a,7,3,-,5,a,-
tenh1241,h,a,7,3,-,y,-,-
emer1243,-,a,7,3,-,w,a,n
toca1235,-,a,7,3,-,s,-,-
para1312,-,a,7,3,n,i,-,-
tapi1254,-,a,7,3,-,y,-,-
suru1262,-,o,7,o,-,y,-,-
guaj1256,w,i,h,e,-,-,-,-
araw1273,-,-,C,i,-,y,a,-
coca1259,c,a,-,-,-,i,-,-
omag1248,s,a,-,-,-,y,-,-
ache1246,-,a,-,-,-,-,-,-
yuqu1240,-,a,-,i,-,-,-,-
siri1273,-,e,-,3,-,-,-,-
sate1243,-,a,7,3,-,y,-,-
awet1244,-,a,7,3,-,y,-,-
