language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
temb1276,-,a,-,-,n,-,-,i,r,a
xing1248,-,a,-,-,n,-,-,3,r,a
waya1270,-,a,-,-,n,-,-,3,l,a
avac1239,-,a,-,-,n,-,-,3,r,-
kaya1329,-,a,-,-,n,-,-,3,r,a
east2555,-,a,-,-,n,-,-,3,r,a
para1311,-,-,-,-,m,-,-,o,p,i
mbya1239,-,-,-,-,m,b,-,o,p,i
guar1292,-,a,-,-,n,-,-,3,r,a
urub1250,-,a,-,-,n,d,-,3,r,a
nhen1239,-,a,-,-,n,-,-,i,r,a
amun1246,-,a,-,-,n,d,-,3,r,a
urue1240,-,a,-,-,n,-,-,3,r,a
tenh1241,-,a,-,-,n,-,-,3,r,a
emer1243,-,a,-,-,n,d,e,u,r,a
para1312,-,a,-,-,n,-,-,3,r,a
tapi1254,-,a,-,-,n,-,-,3,r,a
suru1262,s,a,w,i,r,-,-,i,r,e
araw1273,-,a,-,-,n,-,-,i,r,a
coca1259,-,a,-,-,n,-,-,3,r,a
omag1248,-,a,-,-,n,-,-,3,r,a
ache1246,-,-,-,-,b,-,-,u,p,i
xeta1241,-,-,-,-,m,-,-,o,p,i
yuqu1240,-,-,-,-,-,b,w,3,-,-
siri1273,-,-,-,-,m,b,u,3,-,-
sate1243,h,a,-,-,k,-,-,i,7,i
