language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,m,-,a,-,-,7,e,-,-,-,-
xing1248,m,-,a,m,a,7,e,-,-,-,-
kama1373,m,-,a,-,-,7,a,n,w,a,t
waya1270,m,-,a,m,a,7,e,-,-,-,-
avac1239,m,-,a,-,-,-,e,-,-,-,-
kaya1329,m,-,a,-,-,7,e,-,-,-,-
east2555,m,b,a,-,-,-,e,-,-,-,-
para1311,m,-,a,-,-,7,e,-,-,-,-
mbya1239,m,-,a,-,-,7,e,-,-,-,-
guar1292,m,-,a,-,-,-,e,-,-,-,-
urub1250,m,-,a,-,-,7,e,-,-,-,-
nhen1239,m,-,a,-,-,7,a,-,-,-,-
amun1246,b,-,a,-,-,7,e,-,-,-,-
urue1240,b,-,a,-,-,7,e,-,-,-,-
tenh1241,b,-,e,-,-,7,e,-,-,-,-
emer1243,m,-,a,-,-,-,e,-,-,-,-
toca1235,m,-,a,-,-,7,e,-,-,-,-
para1312,m,-,a,-,-,7,e,-,-,-,-
tapi1254,m,-,a,-,-,7,e,-,-,-,-
guaj1256,m,-,a,-,-,7,e,-,-,-,-
araw1273,m,-,e,-,-,7,e,-,-,-,-
coca1259,m,-,a,-,-,r,i,-,-,-,-
ache1246,b,-,-,-,-,w,e,-,-,-,-
yuqu1240,b,-,a,-,-,-,-,-,-,-,-
siri1273,m,-,a,-,-,-,e,-,-,-,-
awet1244,k,-,a,-,-,t,-,-,-,-,-
