language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,z,a,-,t,-,-,i,7,-,u,-
xing1248,j,a,-,t,-,-,i,7,-,u,-
kama1373,y,a,-,c,-,-,i,7,-,u,-
waya1270,y,a,-,s,-,-,i,7,-,o,-
avac1239,-,-,-,t,-,-,i,-,-,u,-
kaya1329,y,a,-,c,-,-,-,7,-,u,-
east2555,5,a,-,t,-,-,i,-,-,u,-
para1311,5,a,-,t,-,-,i,7,-,u,-
mbya1239,5,a,-,t,-,-,i,7,-,u,-
guar1292,5,a,-,C,-,-,i,-,-,u,-
urub1250,k,a,-,r,a,p,a,n,-,a,-
nhen1239,k,a,-,r,a,p,a,n,-,a,-
amun1246,5,a,-,C,-,-,i,7,-,u,a
urue1240,5,a,-,C,-,-,i,7,-,u,a
tenh1241,5,a,-,t,-,-,i,7,N,w,a
emer1243,y,a,i,s,-,-,i,-,-,o,-
toca1235,C,a,-,C,-,-,i,7,-,o,-
para1312,C,a,-,C,-,-,i,7,-,o,-
suru1262,s,a,-,t,-,-,i,7,-,u,-
araw1273,5,a,-,C,-,-,3,7,-,u,-
coca1259,y,a,-,t,-,-,i,-,-,u,-
omag1248,y,a,-,t,-,-,i,-,-,u,-
ache1246,-,-,-,C,-,-,i,k,-,o,-
xeta1241,5,o,-,C,-,-,i,-,-,u,-
yuqu1240,5,a,-,t,-,-,i,-,-,u,-
siri1273,d,i,-,S,-,-,i,-,-,o,-
sate1243,w,a,-,t,-,-,i,7,-,u,-
