language,x1,x2,x3,x4,x5,x6
temb1276,m,i,r,-,i,-
tupi1273,m,i,r,-,i,-
guaj1255,p,i,C,-,i,k
urub1250,m,-,-,-,i,-
waya1270,m,i,l,-,i,-
avac1239,m,i,r,-,i,-
east2555,m,i,S,-,i,-
para1311,m,i,S,-,i,-
mbya1239,k,3,r,-,i,-
guar1292,m,i,n,-,i,-
nhen1239,m,i,r,-,i,-
kaya1329,-,3,7,-,3,-
amun1246,C,u,7,-,i,-
urue1240,C,u,7,-,i,-
tenh1241,C,u,7,-,i,-
paus1244,m,3,n,-,3,-
emer1243,s,i,k,a,i,-
toca1235,-,-,7,-,i,-
para1312,p,i,p,-,i,-
guaj1256,m,i,-,-,i,-
coca1259,m,i,r,-,i,-
ache1246,m,i,r,-,i,-
yuqu1240,r,i,r,i,i,-
sate1243,-,-,h,-,i,t
