language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
temb1276,-,-,-,z,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
tupi1273,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
guaj1255,i,t,a,z,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
xing1248,-,d,-,Z,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
kama1373,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
urub1250,-,-,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
waya1270,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
avac1239,-,-,-,j,-,-,-,-,-,-,-,3,-,k,-,-,w,3,g,a,-,-,-
east2555,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
para1311,-,-,-,y,-,-,-,-,-,-,-,3,a,k,a,N,w,-,-,a,-,-,-
mbya1239,-,-,-,h,-,-,-,-,-,-,-,a,-,C,-,-,-,-,-,a,-,-,-
nhen1239,-,-,-,Z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
kaya1329,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,a,p,3,i
amun1246,-,-,-,y,-,-,-,-,-,-,-,3,-,k,-,-,w,-,-,a,7,r,i
urue1240,-,-,-,y,-,-,-,-,-,-,-,3,-,k,-,-,w,-,-,a,-,r,-
tenh1241,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
paus1244,-,-,-,8,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
emer1243,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
toca1235,-,-,-,s,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
para1312,-,-,-,C,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
tapi1254,-,-,-,C,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
suru1262,-,-,-,s,-,-,-,-,-,-,-,3,-,r,-,-,-,3,-,a,-,-,-
anam1249,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
apia1248,-,-,-,s,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
guaj1256,-,-,-,i,t,a,p,i,r,i,k,o,-,-,-,-,-,-,-,-,-,-,-
araw1273,-,-,-,y,-,-,-,-,-,-,-,3,-,t,-,-,-,-,-,i,-,-,-
coca1259,-,-,-,y,-,-,-,-,-,-,-,3,-,g,-,-,-,-,-,-,-,-,-
omag1248,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
ache1246,-,-,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
xeta1241,-,-,-,5,-,e,p,-,r,a,k,a,-,-,-,-,-,-,-,-,-,-,-
siri1273,-,-,-,i,-,-,-,-,-,-,t,a,-,-,-,-,-,-,-,-,-,-,-
sate1243,-,-,3,w,-,-,-,-,-,-,-,3,-,k,-,-,-,-,-,a,p,-,-
awet1244,-,-,-,k,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
