language,x1,x2,x3,x4,x5,x6
temb1276,-,7,3,-,-,-
tupi1273,-,-,3,-,-,-
guaj1255,-,7,3,-,-,-
xing1248,-,-,3,-,-,-
kama1373,-,-,3,-,-,-
urub1250,-,-,3,-,-,-
waya1270,-,-,3,-,-,-
avac1239,-,-,3,-,-,-
east2555,-,3,3,-,-,-
para1311,-,-,3,-,-,-
mbya1239,-,-,3,-,-,-
guar1292,-,-,3,-,-,-
nhen1239,-,i,i,-,-,-
kaya1329,-,7,3,-,-,-
amun1246,-,-,3,h,3,a
urue1240,-,-,3,h,3,-
tenh1241,-,-,3,h,3,-
paus1244,-,-,i,-,-,-
emer1243,-,7,3,-,-,-
toca1235,-,7,3,-,-,-
para1312,-,7,3,-,-,-
tapi1254,-,h,3,-,-,-
anam1249,-,-,3,-,-,-
guaj1256,-,7,3,-,-,-
araw1273,-,-,i,-,-,-
coca1259,u,n,i,-,-,-
omag1248,u,n,i,-,-,-
yuqu1240,-,-,i,-,-,-
siri1273,-,-,i,-,-,-
sate1243,-,7,3,-,-,-
awet1244,-,7,3,-,-,-
