language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
temb1276,-,-,7,-,-,-,a,-,-,-,-,-
tupi1273,-,i,b,-,-,-,-,-,-,-,-,-
guaj1255,m,a,7,-,3,b,a,-,-,-,-,-
xing1248,-,i,7,-,-,-,a,-,-,-,-,-
kama1373,-,-,-,-,-,-,a,-,-,-,-,-
urub1250,m,a,7,e,3,w,a,-,-,-,-,-
waya1270,-,-,7,-,-,-,a,-,-,-,-,-
avac1239,-,-,-,-,-,-,a,-,-,-,-,-
east2555,-,-,i,-,-,-,a,-,-,-,-,-
para1311,-,-,7,-,-,-,a,-,-,-,-,-
mbya1239,-,-,7,-,-,-,a,-,-,-,-,-
guar1292,-,-,-,-,-,-,a,-,-,-,-,-
nhen1239,-,i,w,-,-,-,a,-,-,-,-,-
kaya1329,-,3,7,-,-,-,w,-,-,-,-,-
amun1246,-,i,7,-,-,-,3,b,-,-,-,-
urue1240,-,-,-,-,-,-,3,b,-,-,-,-
tenh1241,-,3,7,-,-,-,-,b,-,-,-,-
paus1244,-,i,w,-,-,-,a,-,-,-,-,-
emer1243,b,a,7,-,-,-,e,p,o,t,3,l
toca1235,-,i,b,-,-,-,-,-,-,-,-,-
para1312,-,-,7,-,-,-,a,-,-,-,-,-
tapi1254,-,i,h,-,-,-,a,-,-,-,-,-
suru1262,-,i,7,-,-,-,a,-,-,-,-,-
apia1248,-,-,-,-,-,-,a,-,-,-,-,-
guaj1256,-,i,7,-,-,-,a,-,-,-,-,-
coca1259,-,i,-,-,-,-,a,-,-,-,-,-
ache1246,a,i,-,-,-,-,a,-,-,-,-,-
yuqu1240,a,i,-,-,-,-,-,-,-,-,-,-
siri1273,-,e,-,-,-,-,3,-,-,-,-,-
sate1243,-,i,7,-,-,-,p,-,-,-,-,-
awet1244,-,-,7,-,-,-,a,-,-,-,-,-
