language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
temb1276,p,3,-,h,-,a,-,-,-,-,-,-,-,w,-,-,e,-
xing1248,-,-,-,-,-,a,-,-,r,-,i,-,-,m,-,-,o,-
kama1373,-,-,-,-,-,o,-,-,7,-,i,-,-,r,-,-,a,n
waya1270,-,-,-,k,-,o,-,-,-,-,-,-,-,w,-,-,i,-
avac1239,p,3,-,-,-,a,-,d,Z,-,e,-,-,w,-,-,e,-
kaya1329,-,-,-,-,-,a,-,i,7,-,i,-,-,w,-,-,e,-
east2555,-,-,-,p,-,3,-,a,r,-,e,-,-,v,-,-,e,-
para1311,-,-,-,k,-,o,-,7,r,-,-,-,-,-,-,-,o,-
mbya1239,-,-,-,k,-,o,-,e,r,-,-,-,-,-,-,-,a,-
guar1292,-,-,-,-,-,a,-,-,N,i,i,-,-,b,-,-,e,-
urub1250,-,-,-,k,-,o,-,-,-,-,i,-,-,-,-,-,-,-
nhen1239,-,-,-,-,-,-,-,-,-,-,i,-,-,r,a,n,e,-
amun1246,-,-,-,k,-,o,-,-,7,-,e,m,a,m,-,-,e,-
urue1240,-,-,-,k,-,o,-,-,7,-,e,m,a,m,-,-,e,-
tenh1241,-,-,-,k,-,o,-,-,7,-,e,m,a,m,-,-,e,-
emer1243,-,-,-,k,-,o,-,-,-,-,e,-,-,m,-,-,e,-
toca1235,-,-,-,-,-,o,s,e,7,-,i,-,-,w,-,-,e,-
para1312,-,-,-,-,-,o,C,e,7,-,i,-,-,w,-,-,e,-
tapi1254,-,-,-,-,-,a,C,e,-,-,i,-,-,w,-,-,e,-
guaj1256,-,i,-,k,w,a,-,-,m,-,e,-,-,h,-,-,e,-
araw1273,-,-,-,h,-,a,-,-,7,-,3,-,-,w,-,-,e,-
omag1248,-,-,-,k,-,a,m,u,t,-,-,-,-,u,-,n,i,-
xeta1241,-,-,-,p,-,o,-,-,n,-,i,-,-,m,-,-,e,-
yuqu1240,y,i,-,C,-,-,-,-,-,-,-,-,-,-,-,-,a,-
siri1273,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-,-,o,-
sate1243,m,o,N,k,-,i,-,-,7,-,i,-,-,t,-,-,e,-
awet1244,-,-,-,k,-,o,-,-,7,-,-,-,-,-,-,-,e,m
