language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,k,-,a,N,-,-,-,-,-,-,-
xing1248,k,-,3,N,-,-,-,-,-,-,-
kama1373,k,-,a,N,-,-,-,-,-,-,-
waya1270,k,-,a,N,-,w,-,-,e,-,-
avac1239,k,-,a,N,-,-,-,-,-,-,-
kaya1329,k,-,a,7,-,g,-,-,-,-,-
east2555,k,-,a,g,-,w,-,-,e,-,-
para1311,k,-,a,N,g,w,-,-,e,-,-
mbya1239,k,-,a,N,-,w,-,-,e,-,-
guar1292,k,-,a,N,-,w,-,-,e,r,-
urub1250,S,-,a,N,-,w,-,-,e,r,-
nhen1239,k,-,a,-,-,w,-,-,e,r,a
amun1246,k,-,a,N,-,-,-,-,a,-,-
urue1240,k,-,a,N,-,-,-,-,a,-,-
tenh1241,k,-,a,N,-,-,-,-,a,-,-
emer1243,k,-,a,-,-,w,-,-,a,n,-
toca1235,k,-,3,N,-,-,-,-,-,-,-
para1312,k,-,3,g,-,-,-,-,-,-,-
tapi1254,k,-,3,g,-,-,-,-,-,-,-
suru1262,k,-,o,N,-,-,-,-,-,-,-
guaj1256,k,-,a,-,-,-,-,-,-,-,-
araw1273,C,-,i,-,-,-,-,-,-,-,-
coca1259,k,-,a,n,-,u,a,r,a,-,-
omag1248,k,-,a,n,-,u,a,r,a,-,-
ache1246,k,-,a,-,-,-,-,-,-,-,-
xeta1241,k,-,a,-,-,-,-,-,-,-,-
yuqu1240,k,y,a,g,-,w,-,-,e,-,-
siri1273,k,i,a,N,-,-,-,-,e,-,-
sate1243,k,-,a,N,-,-,-,-,-,-,-
awet1244,k,-,a,N,-,-,-,-,-,-,-
