language,x1,x2,x3,x4,x5,x6,x7,x8
temb1276,-,k,3,7,a,-,-,-
tupi1273,-,k,3,7,a,-,-,-
guaj1255,-,h,a,w,a,-,-,-
xing1248,-,-,3,-,a,w,-,-
urub1250,-,S,i,7,a,-,-,-
waya1270,-,k,3,7,a,-,-,-
avac1239,-,k,3,-,a,-,-,-
east2555,-,k,3,-,a,-,-,-
para1311,-,k,3,7,a,-,-,-
mbya1239,3,k,3,7,a,-,-,-
nhen1239,-,k,i,-,a,-,-,-
kaya1329,-,k,3,7,a,-,-,-
amun1246,-,k,3,7,a,-,-,-
urue1240,-,k,3,7,a,-,-,-
tenh1241,-,k,3,7,a,-,-,-
paus1244,-,k,i,7,a,-,-,-
emer1243,-,k,3,7,a,-,-,-
para1312,-,p,i,-,o,n,-,-
tapi1254,-,k,3,7,a,-,-,-
omag1248,3,k,3,-,a,-,-,-
yuqu1240,-,-,e,r,o,-,-,-
siri1273,-,k,i,-,a,-,-,-
sate1243,-,-,-,h,a,w,i,u
