language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
temb1276,-,-,-,-,k,-,-,a,-,w,e,r,-,-,-
tupi1273,-,-,-,-,k,-,-,a,-,b,-,-,-,-,-
guaj1255,-,-,-,-,k,-,-,a,-,w,-,-,-,-,-
xing1248,-,-,-,-,k,-,-,a,-,w,e,r,-,-,-
kama1373,-,-,-,-,k,-,-,a,-,w,-,-,-,-,-
urub1250,m,a,7,e,k,-,-,a,-,-,-,-,-,-,-
waya1270,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-
avac1239,-,-,-,-,k,-,-,a,-,w,-,-,-,-,-
east2555,-,-,-,-,k,3,r,a,-,-,-,-,-,-,-
para1311,-,-,-,-,k,3,r,a,k,w,e,-,-,-,-
mbya1239,-,-,-,-,k,3,r,a,-,-,-,-,-,-,-
guar1292,-,-,-,-,k,3,r,a,-,-,-,-,-,-,-
nhen1239,-,-,-,-,k,-,-,a,-,w,a,s,a,w,a
kaya1329,-,-,-,-,k,-,-,a,-,w,a,-,-,-,-
amun1246,-,-,-,-,k,y,-,a,-,b,a,-,-,-,-
urue1240,-,-,-,-,k,-,-,a,-,b,a,-,-,-,-
tenh1241,-,-,-,-,k,y,-,a,-,b,a,-,-,-,-
paus1244,-,-,-,-,k,i,r,a,-,-,-,-,-,-,-
emer1243,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-
para1312,-,-,-,-,k,-,-,a,-,w,-,-,-,-,-
tapi1254,-,-,-,-,k,-,-,a,-,m,-,-,-,-,-
apia1248,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-
araw1273,-,a,-,-,7,-,-,a,-,-,-,-,-,-,-
coca1259,-,-,-,i,k,-,-,a,-,w,a,-,-,-,-
yuqu1240,-,-,-,-,k,i,r,a,-,-,-,-,-,-,-
siri1273,-,-,-,-,k,i,r,a,-,-,-,-,-,-,-
sate1243,-,-,-,-,k,-,-,a,-,p,-,-,-,-,-
awet1244,-,-,-,-,k,-,-,a,-,p,-,-,-,-,-
