language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,-,-,m,-,-,u,-,-,-,7,e
xing1248,-,-,m,-,-,u,-,-,-,7,e
kama1373,-,-,m,-,-,o,-,-,-,7,e
waya1270,-,-,m,-,-,o,-,-,-,-,e
avac1239,-,-,m,-,-,o,-,-,-,-,e
kaya1329,-,-,m,-,-,u,-,-,-,7,e
east2555,-,-,m,-,-,o,-,-,-,-,e
para1311,-,-,m,-,-,o,-,-,-,7,e
mbya1239,-,-,m,-,b,o,-,-,-,7,e
guar1292,-,-,m,-,b,o,-,-,-,7,e
urub1250,-,-,m,-,-,u,-,-,-,7,e
nhen1239,-,-,m,-,b,u,-,-,-,-,e
urue1240,-,-,m,-,-,o,-,-,-,7,e
tenh1241,-,-,m,-,-,o,-,-,-,7,e
emer1243,-,-,b,-,-,o,-,-,-,7,e
toca1235,-,-,m,-,-,o,-,-,-,7,e
para1312,-,-,m,-,-,o,-,-,-,7,e
tapi1254,-,-,m,-,-,a,-,-,-,7,e
guaj1256,-,-,m,u,m,u,-,-,-,7,u
araw1273,-,-,m,-,-,u,-,-,-,-,e
coca1259,y,u,m,-,-,i,-,-,-,t,a
omag1248,y,u,m,-,-,u,-,-,y,t,a
yuqu1240,-,-,b,-,-,a,r,a,k,w,a
sate1243,-,-,m,-,-,u,-,u,-,7,e
