language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
temb1276,-,a,-,-,-,-,p,u,7,a
tupi1273,-,a,-,-,-,-,p,u,7,a
guaj1255,y,a,-,-,-,-,p,u,7,a
xing1248,-,a,-,-,-,-,p,u,7,a
kama1373,-,a,-,-,-,-,h,u,7,a
urub1250,-,-,-,-,-,-,p,u,7,a
waya1270,-,a,-,-,-,-,p,u,7,a
east2555,-,a,-,-,-,-,p,u,-,a
para1311,-,a,-,-,-,-,p,u,7,a
mbya1239,-,a,-,-,-,-,p,u,7,a
guar1292,-,a,-,-,-,-,p,u,-,a
nhen1239,-,a,-,-,-,-,p,u,7,a
kaya1329,-,e,-,-,-,-,p,-,-,e
paus1244,-,a,-,-,-,-,p,u,7,a
toca1235,-,a,-,-,-,-,p,o,7,a
para1312,-,a,-,-,-,-,p,o,7,a
tapi1254,-,a,-,-,-,-,p,a,y,a
suru1262,-,a,-,-,-,-,p,u,7,a
guaj1256,y,a,-,-,-,-,p,o,h,u
araw1273,r,e,-,-,-,-,-,-,7,a
coca1259,y,a,-,-,-,-,p,u,-,a
omag1248,y,a,-,-,-,-,p,u,-,a
ache1246,k,3,-,-,-,-,-,-,t,a
siri1273,-,-,-,-,-,-,h,u,-,a
sate1243,-,a,w,e,r,e,p,-,-,-
