language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
temb1276,-,-,-,p,3,t,u,-,-,-,-,-,-,-
xing1248,-,3,-,p,3,t,o,h,e,-,-,m,-,-
kama1373,y,e,-,p,3,t,u,-,e,r,u,t,-,-
waya1270,-,-,-,p,3,t,u,-,e,-,-,k,3,i
kaya1329,-,-,-,p,3,t,u,p,o,-,-,t,-,-
east2555,-,-,-,p,3,t,u,-,e,-,-,-,-,-
para1311,-,-,-,p,3,t,u,h,e,-,-,-,-,-
mbya1239,-,-,-,p,3,t,o,7,e,-,-,-,-,-
guar1292,-,-,-,p,3,t,u,-,e,-,-,-,-,-
urub1250,-,-,-,-,i,7,a,-,-,-,-,-,-,-
nhen1239,-,i,-,p,3,t,u,-,-,-,-,-,-,-
urue1240,-,-,-,p,3,t,u,-,-,-,-,-,-,-
tenh1241,-,-,-,p,3,t,u,-,-,-,-,-,-,-
emer1243,-,-,-,j,u,k,u,7,a,-,-,r,-,-
toca1235,-,3,-,p,3,t,o,h,e,-,-,m,-,-
para1312,-,-,-,p,3,t,o,7,o,-,-,-,-,-
tapi1254,S,e,-,p,3,t,o,w,e,r,o,t,-,-
suru1262,-,a,-,p,3,t,u,r,e,-,-,n,-,-
guaj1256,-,-,-,m,3,t,3,-,-,-,-,-,-,-
coca1259,-,i,-,y,a,c,3,k,i,-,-,-,-,-
omag1248,-,i,-,y,a,s,3,k,3,-,-,y,-,-
siri1273,-,i,a,b,-,-,u,-,-,-,-,-,-,-
sate1243,-,-,-,p,3,h,u,-,-,-,-,-,-,-
