language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
temb1276,-,a,k,w,-,-,3,-,y,-
xing1248,-,a,k,-,-,-,u,-,y,-
kama1373,-,a,k,w,-,-,a,-,y,-
waya1270,m,o,-,-,-,-,-,-,-,-
east2555,-,a,k,w,-,-,a,-,y,-
para1311,-,e,m,b,-,-,o,-,-,-
mbya1239,-,a,k,w,-,-,a,-,y,-
nhen1239,-,a,k,u,-,-,-,-,y,a
amun1246,-,a,k,w,-,-,a,-,5,-
urue1240,-,a,k,w,-,-,a,-,5,-
tenh1241,-,a,k,w,-,-,a,-,5,-
emer1243,-,e,-,b,-,-,o,-,-,-
para1312,-,a,k,-,-,-,o,n,i,-
tapi1254,-,a,k,-,-,-,e,-,n,-
guaj1256,-,i,m,-,-,-,o,-,-,-
araw1273,-,a,k,u,-,-,-,-,y,-
coca1259,-,-,-,w,i,r,a,-,-,-
omag1248,-,-,-,w,i,r,a,-,-,-
xeta1241,-,3,N,w,-,-,a,-,y,-
yuqu1240,r,a,k,-,-,-,o,-,-,-
siri1273,-,a,k,w,-,-,e,-,y,-
sate1243,-,a,h,-,-,-,i,-,t,-
awet1244,7,a,-,-,-,-,a,-,-,-
