language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
temb1276,-,-,-,-,k,-,a,-,-,n,e,7,-,-,o,-
xing1248,-,-,-,-,k,-,a,-,-,n,i,7,-,-,o,-
kama1373,-,-,-,-,k,-,a,-,-,n,e,-,-,-,o,-
waya1270,-,-,-,-,-,-,a,-,-,-,i,w,-,-,-,-
avac1239,-,-,-,-,k,-,a,-,-,n,e,-,-,-,u,-
kaya1329,i,f,u,a,k,-,a,-,-,-,-,p,-,-,a,p
east2555,-,-,-,-,k,-,a,-,-,n,-,-,-,-,3,-
para1311,-,-,-,-,k,-,a,-,-,n,e,7,-,-,o,-
mbya1239,-,-,-,-,k,-,a,-,-,n,e,7,-,-,o,-
urub1250,-,-,-,-,-,-,e,-,-,7,-,-,-,-,o,-
nhen1239,-,-,-,-,k,w,e,-,-,r,-,-,-,-,e,-
amun1246,-,-,-,-,k,-,a,-,-,n,e,7,-,-,o,-
urue1240,-,-,-,-,k,-,a,-,-,n,e,7,-,-,o,-
tenh1241,-,-,-,-,k,-,-,-,-,w,e,r,-,-,a,y
emer1243,-,-,-,-,k,-,a,-,-,n,e,-,-,-,o,-
toca1235,-,-,-,-,k,-,a,-,-,n,i,7,-,-,o,-
para1312,-,-,-,-,k,-,a,-,-,n,i,7,-,-,o,-
tapi1254,-,-,-,-,k,-,a,-,-,n,e,7,-,-,o,-
guaj1256,-,-,-,-,k,-,a,-,-,r,a,7,a,h,3,-
araw1273,-,-,-,-,C,-,i,-,-,r,i,m,-,-,a,-
coca1259,-,-,-,-,-,-,3,p,u,r,i,-,-,-,-,-
omag1248,-,-,u,-,k,w,a,-,-,r,i,-,-,-,-,-
xeta1241,-,-,-,-,k,-,a,-,-,n,e,-,-,-,a,-
yuqu1240,-,-,-,-,k,-,u,-,-,r,-,-,-,-,a,y
siri1273,-,-,-,-,k,-,e,-,-,n,e,-,-,-,a,-
sate1243,-,-,-,-,-,-,-,-,-,-,e,r,-,-,a,-
