language,x1,x2,x3,x4,x5
temb1276,t,a,t,-,a
xing1248,t,a,t,-,a
kama1373,t,a,t,-,a
waya1270,t,a,t,-,a
avac1239,t,a,t,-,a
kaya1329,-,a,t,-,a
east2555,t,a,t,-,a
para1311,t,a,t,-,a
mbya1239,t,a,t,-,a
guar1292,t,a,t,-,a
urub1250,t,a,t,-,a
nhen1239,t,a,t,-,a
amun1246,t,a,t,-,a
urue1240,t,a,t,-,a
tenh1241,t,a,-,-,-
emer1243,t,a,t,-,a
toca1235,t,a,t,-,a
para1312,t,a,t,-,a
tapi1254,-,a,t,-,a
suru1262,t,a,t,-,a
guaj1256,t,a,t,-,a
araw1273,t,a,t,-,a
coca1259,t,a,t,-,a
ache1246,t,a,t,-,a
xeta1241,-,a,t,-,a
yuqu1240,-,a,t,-,a
siri1273,t,a,t,-,a
sate1243,-,a,r,y,a
awet1244,-,a,Z,-,a
