language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
temb1276,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-
tupi1273,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,b,-,-,-,-
guaj1255,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-
xing1248,-,-,-,-,p,-,-,a,-,-,k,-,a,r,e,n,u,7,u,-,-,-,-,-
kama1373,-,-,-,-,p,a,7,a,-,-,k,-,-,-,-,-,-,-,o,p,-,-,-,-
urub1250,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-
waya1270,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-
avac1239,m,a,e,a,p,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
east2555,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,v,-,-,-,a
para1311,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,v,a,7,-,a
mbya1239,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,b,-,-,-,a
guar1292,-,-,-,a,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
nhen1239,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,a
kaya1329,-,-,-,-,p,-,-,a,-,-,n,-,-,-,-,-,-,-,a,n,-,-,-,-
urue1240,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,b,-,-,-,a
tenh1241,-,-,-,-,p,a,7,a,-,-,k,-,-,-,-,-,-,-,o,w,e,t,e,a
paus1244,-,-,-,-,p,-,-,o,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-
emer1243,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-
toca1235,-,-,-,-,s,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a
para1312,-,-,-,-,C,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a
tapi1254,-,-,-,-,p,a,-,a,-,-,k,-,-,-,-,-,-,-,o,7,-,-,-,a
anam1249,-,-,-,-,p,-,-,a,r,i,r,-,-,-,-,-,-,-,i,-,-,-,-,-
apia1248,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,u,w,-,-,-,-
guaj1256,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-
araw1273,-,-,-,-,p,-,-,a,-,-,j,-,-,-,-,-,-,-,i,j,-,-,-,i
coca1259,-,-,-,-,p,a,n,a,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
omag1248,-,-,-,-,p,a,n,a,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
yuqu1240,-,-,-,-,-,-,-,-,-,-,k,i,-,-,-,-,-,-,a,-,-,-,-,-
siri1273,-,-,-,-,-,-,-,-,-,-,k,i,a,-,-,-,-,-,a,-,-,-,-,-
sate1243,-,-,-,-,p,-,-,a,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,a
