language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
temb1276,-,-,-,u,-,-,-,-,-,7,i,-,-
tupi1273,-,-,-,u,-,-,-,-,-,7,i,-,-
guaj1255,k,-,-,u,-,-,-,-,-,7,i,-,-
xing1248,-,-,-,o,-,-,-,-,-,7,i,-,-
kama1373,k,-,-,u,-,-,-,-,-,7,i,-,-
urub1250,-,-,-,u,-,-,-,-,-,7,i,-,-
waya1270,k,-,-,u,-,-,-,-,-,7,i,-,-
avac1239,-,-,-,u,-,-,-,-,-,7,i,-,-
east2555,k,-,-,u,-,-,-,-,-,-,i,-,-
para1311,k,-,-,u,-,-,-,-,-,7,i,-,-
mbya1239,k,-,-,u,-,-,-,-,-,7,i,-,-
guar1292,k,-,-,u,-,-,-,-,-,7,3,-,-
nhen1239,-,-,-,u,-,-,-,-,-,-,i,-,-
kaya1329,-,-,-,u,-,-,-,-,-,7,i,-,-
amun1246,-,-,-,u,-,-,-,-,-,7,i,-,-
urue1240,-,-,-,u,-,-,-,-,-,7,i,-,-
tenh1241,-,-,-,u,-,-,-,-,-,7,i,-,-
paus1244,k,-,-,u,-,-,-,-,-,7,3,-,-
emer1243,p,-,-,a,-,-,-,-,-,n,i,n,-
toca1235,-,-,-,o,-,-,-,-,-,7,i,-,-
para1312,-,-,-,o,-,-,-,-,-,7,i,-,-
tapi1254,-,-,-,o,-,-,-,-,-,7,i,-,-
suru1262,m,-,-,a,-,-,-,-,-,n,i,m,e
anam1249,-,-,-,u,-,-,-,-,-,t,i,-,-
apia1248,-,-,-,u,-,-,-,-,-,7,i,-,-
guaj1256,t,3,r,3,-,-,-,-,-,m,3,-,-
araw1273,-,-,-,u,-,-,-,-,-,C,i,-,-
coca1259,-,-,-,u,-,-,-,-,-,-,i,-,-
omag1248,-,-,-,u,-,-,-,-,-,-,y,-,-
xeta1241,-,-,-,u,r,a,k,u,y,t,e,-,-
siri1273,k,-,-,u,-,-,-,-,-,-,i,-,-
sate1243,-,-,-,u,-,-,-,-,-,7,i,-,-
