language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
temb1276,-,u,-,-,7,3,-,-,w,-
xing1248,-,o,-,-,7,3,-,-,w,-
kama1373,-,i,-,-,7,3,-,-,p,-
waya1270,-,-,-,-,w,3,l,a,p,a
avac1239,-,o,-,-,-,o,-,-,w,-
kaya1329,-,u,-,-,7,3,-,-,p,-
east2555,-,u,-,-,v,i,-,-,-,-
para1311,-,u,-,-,7,3,-,-,-,-
mbya1239,-,u,-,-,7,3,-,-,-,-
guar1292,h,u,-,-,h,u,-,-,-,-
urub1250,-,u,-,-,7,3,-,-,-,-
nhen1239,i,u,-,-,m,u,-,-,-,-
amun1246,-,u,-,-,7,3,-,-,b,-
tenh1241,-,u,-,-,7,3,-,-,b,-
emer1243,-,a,-,-,p,a,-,-,l,-
toca1235,-,o,-,-,7,3,-,-,w,-
para1312,-,o,-,-,7,3,-,-,b,-
tapi1254,-,o,-,-,7,3,-,-,p,-
suru1262,-,u,-,-,7,3,-,-,b,-
guaj1256,-,u,-,-,7,3,-,-,-,-
araw1273,-,o,-,-,7,i,-,-,-,-
coca1259,-,u,-,-,w,a,-,-,-,-
omag1248,-,u,-,-,w,a,-,-,-,-
yuqu1240,g,u,-,-,-,u,-,-,-,-
siri1273,-,u,-,-,-,u,-,-,-,-
sate1243,m,o,r,3,7,a,-,-,-,-
