language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
temb1276,m,-,e,m,-,-,3,-,-,-,-,r,-,-,-,-,-
xing1248,m,-,e,m,b,-,3,-,-,-,-,r,-,-,a,-,-
kama1373,m,-,e,m,-,-,3,-,-,-,-,r,-,-,a,k,e
waya1270,m,-,e,m,-,-,3,s,a,k,i,l,-,-,e,-,-
avac1239,m,-,e,m,-,-,3,-,-,-,-,r,-,-,-,-,-
kaya1329,-,-,a,7,-,-,3,-,-,-,-,t,-,-,-,-,-
east2555,m,-,e,m,-,-,3,-,-,-,-,-,-,-,-,-,-
para1311,m,-,e,m,b,-,3,-,-,-,-,-,-,-,-,-,-
mbya1239,n,-,e,m,b,i,e,-,-,-,-,r,o,y,3,-,-
guar1292,m,-,e,m,b,-,i,-,-,-,-,r,-,-,-,-,-
urub1250,m,-,i,m,-,-,i,-,-,-,-,-,-,-,-,-,-
nhen1239,m,-,i,m,b,-,i,-,-,-,-,r,-,-,a,-,-
amun1246,-,-,a,7,-,-,3,-,-,-,-,r,-,-,-,-,-
urue1240,-,-,a,7,-,-,3,-,-,-,-,r,-,-,-,-,-
tenh1241,-,-,a,7,-,-,3,-,-,-,-,r,-,-,-,-,-
emer1243,m,-,e,b,-,-,3,-,-,-,-,l,-,-,-,-,-
toca1235,m,-,e,m,-,-,3,-,-,-,-,r,-,-,a,-,-
para1312,m,-,e,m,-,-,i,-,-,-,-,r,-,-,a,-,-
tapi1254,m,-,e,m,-,-,3,-,-,-,-,r,-,-,-,-,-
suru1262,m,-,e,m,-,-,3,-,-,-,-,-,-,-,-,-,-
guaj1256,m,-,3,m,-,-,3,-,-,-,-,r,-,-,a,-,-
araw1273,m,-,e,m,-,-,3,-,-,-,-,-,-,-,-,-,-
coca1259,m,-,e,m,-,-,3,-,-,-,-,r,-,-,a,-,-
omag1248,m,-,i,m,-,-,3,-,-,-,-,r,-,-,a,-,-
xeta1241,m,-,e,m,-,-,o,-,-,-,-,-,-,-,-,-,-
yuqu1240,y,-,i,-,-,-,-,-,-,-,-,t,-,-,i,-,-
siri1273,t,y,u,k,w,-,a,-,a,-,-,k,-,-,e,-,-
sate1243,m,-,e,m,p,-,3,-,-,-,-,t,-,-,-,-,-
awet1244,m,-,e,m,b,-,3,-,-,-,-,t,-,-,-,-,-
