language,x1,x2,x3,x4,x5,x6
temb1276,-,i,w,i,r,-
xing1248,-,3,w,3,r,-
kama1373,-,3,w,3,r,a
waya1270,-,-,7,3,-,-
avac1239,-,3,w,3,r,a
kaya1329,7,3,p,-,-,-
east2555,-,3,w,3,r,a
para1311,-,3,b,3,r,a
mbya1239,-,3,w,3,r,a
guar1292,-,3,b,3,r,a
urub1250,m,i,-,-,r,a
nhen1239,m,i,-,-,r,a
amun1246,-,3,b,-,-,-
urue1240,-,3,b,-,-,-
tenh1241,-,3,b,-,-,-
emer1243,-,-,w,3,l,a
toca1235,7,3,w,-,-,-
para1312,7,3,b,-,-,-
tapi1254,h,3,w,3,r,a
suru1262,7,3,w,-,-,a
guaj1256,m,i,-,-,r,a
araw1273,-,i,-,-,-,-
coca1259,-,3,w,3,r,a
omag1248,-,3,w,3,r,a
ache1246,-,-,w,3,r,a
xeta1241,-,a,w,e,r,a
yuqu1240,-,-,-,i,r,a
siri1273,-,-,-,i,r,a
sate1243,7,3,p,-,-,-
awet1244,7,3,p,-,-,-
