language,x1,x2,x3,x4,x5,x6,x7
temb1276,-,-,m,i,-,m,-
xing1248,-,-,m,i,-,m,-
kama1373,y,e,m,i,-,m,-
waya1270,y,e,m,i,-,-,-
avac1239,y,e,m,i,-,m,-
kaya1329,-,-,m,i,-,m,-
east2555,n,o,m,i,-,-,-
para1311,5,o,m,i,-,-,-
mbya1239,5,e,m,e,-,-,-
nhen1239,y,u,m,i,-,m,i
amun1246,-,-,m,i,-,m,-
urue1240,-,-,m,i,-,m,-
tenh1241,-,-,m,i,-,m,-
emer1243,-,-,m,i,-,m,-
para1312,-,-,m,i,-,m,-
tapi1254,-,-,m,i,-,m,-
guaj1256,-,-,m,i,-,n,-
coca1259,y,a,m,i,-,m,i
omag1248,y,a,m,i,a,m,a
yuqu1240,y,i,m,i,-,-,-
siri1273,C,i,m,i,-,-,-
sate1243,w,e,m,i,-,N,-
