language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,-,z,-,a,n,-,u,-,-,-,-
tupi1273,-,y,-,a,n,-,u,-,-,-,i
guaj1255,-,z,-,a,n,-,u,-,-,-,-
xing1248,d,Z,-,a,n,-,u,-,-,-,-
kama1373,-,y,-,a,n,-,u,-,-,h,a
urub1250,-,y,-,a,n,-,u,-,-,-,-
waya1270,-,y,-,a,n,-,u,-,-,-,-
avac1239,-,n,-,3,n,-,u,-,-,-,-
east2555,-,y,-,a,n,d,u,-,-,t,i
para1311,-,5,-,a,n,d,u,-,-,-,-
mbya1239,-,y,-,a,n,-,o,-,-,-,-
guar1292,-,5,-,a,n,-,u,-,-,-,-
nhen1239,-,y,-,a,n,-,u,-,-,-,-
kaya1329,-,y,-,a,n,-,u,-,-,-,-
tenh1241,-,5,-,a,n,-,u,-,-,-,-
paus1244,-,8,-,a,n,-,u,-,-,-,-
emer1243,-,z,-,a,d,-,3,-,-,-,-
para1312,-,C,-,a,n,-,o,-,-,-,-
tapi1254,-,C,-,a,n,-,o,-,-,-,-
suru1262,-,s,-,a,n,-,u,-,-,-,-
anam1249,-,y,-,a,n,-,u,-,-,-,-
guaj1256,-,y,-,a,n,-,u,-,-,-,-
araw1273,-,5,-,a,n,-,o,-,-,-,-
coca1259,-,y,-,a,n,-,u,-,-,-,-
omag1248,-,y,-,a,n,-,u,-,-,-,-
xeta1241,-,5,-,3,d,-,u,-,-,-,-
yuqu1240,-,y,-,-,-,-,u,C,i,C,i
siri1273,-,5,-,u,n,-,u,-,-,S,i
awet1244,-,i,t,a,-,-,-,-,-,-,-
