language,x1,x2,x3,x4,x5,x6
temb1276,-,u,-,r,e,-
tupi1273,-,o,-,r,e,-
guaj1255,-,u,-,r,e,-
xing1248,-,o,-,r,e,-
kama1373,-,o,-,r,e,-
urub1250,y,a,-,n,e,-
waya1270,-,o,-,r,e,-
avac1239,-,o,-,r,e,-
east2555,-,o,-,r,e,-
para1311,-,o,-,r,e,-
mbya1239,-,o,-,r,e,-
guar1292,-,o,-,r,e,-
nhen1239,y,a,n,d,e,-
kaya1329,-,o,-,r,e,-
amun1246,-,o,-,r,e,-
urue1240,-,o,-,r,e,-
tenh1241,-,o,-,r,e,-
paus1244,-,o,-,r,e,-
emer1243,-,o,-,l,e,-
toca1235,-,o,-,r,e,-
para1312,-,o,-,-,e,-
tapi1254,-,a,-,r,e,-
anam1249,-,u,-,r,a,-
apia1248,-,a,-,r,e,-
guaj1256,-,a,-,r,e,a
araw1273,m,3,-,d,e,-
coca1259,-,i,-,n,i,-
omag1248,t,a,-,n,a,-
ache1246,-,o,-,r,e,-
xeta1241,-,a,-,r,e,-
yuqu1240,-,o,-,r,e,-
siri1273,-,u,-,r,e,-
awet1244,-,a,-,Z,o,-
