language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
temb1276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,N
tupi1273,m,a,-,-,-,-,m,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-
waya1270,-,a,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,a,p,3,t,e,7
east2555,C,a,-,-,-,-,n,-,-,-,-,-,-,-,o,p,e,r,a,-,-,-,-,-
para1311,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,a,-,-,-,-,-
mbya1239,-,-,-,-,-,-,m,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-
nhen1239,g,a,g,a,l,u,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
urue1240,-,-,-,-,-,-,m,-,-,-,u,-,-,-,h,-,-,-,u,-,-,-,-,-
tenh1241,-,-,-,-,-,-,m,-,-,-,u,-,-,-,h,-,-,-,u,-,-,-,-,-
emer1243,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,a,-,-,-,-,-
para1312,-,-,-,-,-,-,p,-,-,-,i,r,a,-,k,-,-,-,a,-,-,-,-,-
coca1259,-,-,-,-,-,-,m,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-
omag1248,-,-,-,-,-,-,m,a,y,s,o,s,a,k,w,-,-,-,a,-,-,r,a,-
ache1246,-,a,-,-,-,-,m,-,b,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-
yuqu1240,-,-,-,-,-,-,g,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-
siri1273,-,-,-,-,-,-,g,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,e,-
