language,x1,x2,x3,x4,x5,x6
temb1276,-,p,i,r,a,-
xing1248,-,p,i,r,a,-
kama1373,-,p,i,r,a,-
waya1270,-,p,i,r,a,-
avac1239,-,p,i,r,a,-
kaya1329,-,p,i,r,a,-
east2555,-,p,i,r,a,-
para1311,-,p,i,r,a,-
mbya1239,-,p,i,r,a,-
guar1292,-,p,i,r,a,-
urub1250,-,p,i,r,a,-
nhen1239,-,p,i,r,a,-
amun1246,-,p,i,r,a,-
urue1240,-,p,i,r,a,-
tenh1241,-,p,i,r,a,-
emer1243,-,p,i,r,a,-
toca1235,-,p,i,r,a,-
para1312,-,p,i,r,a,-
tapi1254,-,p,i,r,a,-
suru1262,-,p,i,r,a,-
guaj1256,-,p,i,r,a,-
araw1273,-,p,i,r,a,-
coca1259,i,p,i,r,a,-
omag1248,i,p,i,r,a,-
ache1246,-,p,i,r,a,-
xeta1241,-,p,i,r,a,y
yuqu1240,-,h,i,r,a,-
siri1273,-,h,i,r,a,-
sate1243,-,p,i,r,a,-
awet1244,-,p,i,r,a,-
