language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tupi1273,-,3,b,3,t,-,-,-,-,-,u,-
guaj1255,-,3,w,3,t,-,-,-,-,-,u,-
xing1248,-,3,b,3,r,-,-,-,-,-,a,-
urub1250,-,3,w,3,t,-,-,-,-,-,u,-
waya1270,-,3,w,3,t,-,-,-,-,-,u,-
avac1239,-,3,-,-,t,-,-,-,-,-,u,-
east2555,-,3,v,3,t,-,-,-,-,-,u,-
para1311,-,3,b,3,t,-,-,-,-,-,u,-
mbya1239,-,3,b,3,t,-,-,-,-,-,u,-
guar1292,-,3,b,3,t,-,-,-,-,-,u,-
nhen1239,-,-,w,i,t,-,-,-,-,-,u,-
kaya1329,-,3,b,3,t,-,-,-,-,-,u,-
amun1246,-,3,w,3,t,-,-,-,-,-,u,-
urue1240,-,3,w,3,t,-,-,-,-,-,u,-
tenh1241,-,3,w,3,t,-,-,-,-,-,u,-
paus1244,-,i,w,i,t,-,-,-,-,-,u,-
emer1243,-,-,w,3,t,-,-,-,-,-,u,-
toca1235,-,3,w,3,t,-,-,-,-,-,o,-
para1312,-,3,b,3,t,-,-,-,-,-,o,-
tapi1254,-,3,w,3,t,-,-,-,-,-,o,-
guaj1256,-,-,w,u,t,-,-,-,-,-,u,-
araw1273,-,i,w,i,t,-,-,-,-,-,3,-
coca1259,-,3,w,3,t,-,-,-,-,-,u,-
omag1248,-,3,w,3,t,-,-,-,-,-,u,-
xeta1241,-,a,w,o,t,-,-,-,-,-,o,-
yuqu1240,-,i,b,i,t,u,g,w,a,s,u,-
siri1273,k,3,r,3,r,-,-,-,-,-,3,a
sate1243,-,3,w,3,t,-,-,-,-,-,u,-
awet1244,-,3,w,3,t,-,-,-,-,-,-,-
