language,x1,x2,x3,x4,x5,x6
temb1276,-,e,n,-,u,-
xing1248,-,e,n,-,u,p
kama1373,-,a,n,-,u,p
waya1270,-,e,n,-,u,-
avac1239,n,a,n,-,o,-
kaya1329,-,e,n,-,u,w
east2555,-,e,n,-,u,-
para1311,h,e,n,-,u,-
mbya1239,-,e,n,-,u,-
guar1292,-,e,n,d,u,-
urub1250,-,e,n,-,u,-
nhen1239,-,e,n,-,u,-
amun1246,-,e,n,-,u,-
urue1240,-,e,n,-,u,-
tenh1241,-,e,n,-,u,-
emer1243,-,e,d,-,u,-
toca1235,-,e,n,-,o,m
para1312,-,e,n,-,o,i
tapi1254,-,i,n,-,o,p
suru1262,-,i,n,-,u,-
guaj1256,-,-,n,-,u,-
araw1273,-,e,n,-,u,-
coca1259,-,e,n,-,u,-
omag1248,s,i,n,-,u,-
xeta1241,n,3,n,d,u,-
yuqu1240,s,e,d,-,u,-
siri1273,-,a,n,d,u,-
sate1243,-,e,t,-,u,p
awet1244,-,e,t,-,u,p
