language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
temb1276,-,z,-,a,h,3,t,a,t,-,-,-,a,-,-
tupi1273,-,y,-,a,s,3,t,a,t,-,-,-,a,-,-
guaj1255,-,z,-,a,h,3,t,a,t,-,-,-,a,-,-
xing1248,d,Z,-,a,-,3,t,a,t,-,-,-,a,-,-
kama1373,-,y,-,a,-,3,t,a,t,-,-,-,a,7,i
urub1250,-,y,-,a,h,3,r,a,t,-,-,-,a,-,-
waya1270,-,y,-,a,-,3,t,a,t,-,-,-,a,-,-
avac1239,d,Z,-,a,-,3,t,a,t,-,-,-,a,-,-
east2555,-,y,-,a,s,3,t,a,t,-,-,-,a,-,-
para1311,-,y,-,a,s,3,r,a,t,-,-,-,a,-,-
mbya1239,d,Z,-,a,C,3,t,a,t,-,-,-,a,-,-
guar1292,-,y,-,a,c,3,t,a,t,-,-,-,a,-,-
nhen1239,-,y,-,a,s,i,-,-,t,-,-,-,a,-,-
kaya1329,-,y,-,a,-,3,t,a,t,-,-,-,a,-,-
amun1246,-,5,-,a,-,3,t,a,t,a,7,i,a,-,-
urue1240,-,5,-,a,-,3,t,a,t,a,7,i,a,-,-
tenh1241,-,5,-,a,-,3,t,a,t,a,7,i,a,-,-
paus1244,-,8,-,a,h,i,t,a,t,-,-,-,a,-,-
emer1243,-,s,-,-,-,i,r,i,k,-,-,-,3,-,-
toca1235,-,s,-,a,h,3,t,a,t,-,-,-,a,-,-
para1312,-,C,-,a,-,i,t,a,t,-,-,-,a,-,-
tapi1254,-,C,-,a,-,3,t,a,t,-,-,-,a,7,i
suru1262,-,s,-,a,h,3,t,a,t,-,-,-,a,-,-
apia1248,-,s,-,a,-,i,t,a,t,-,-,-,a,7,i
guaj1256,-,i,w,a,-,-,r,-,t,-,-,-,a,-,i
araw1273,-,y,-,a,-,i,t,a,t,-,-,-,3,-,-
coca1259,-,c,-,-,-,-,-,e,c,-,-,-,u,-,-
omag1248,-,s,-,-,-,-,-,i,s,-,-,-,u,-,-
ache1246,-,-,-,-,-,-,t,a,t,-,-,-,a,-,-
yuqu1240,-,y,-,a,s,i,r,i,r,-,-,-,i,-,-
siri1273,-,C,-,a,s,i,t,a,t,-,-,-,a,-,-
sate1243,-,w,-,a,y,-,k,i,r,-,-,-,u,-,-
