language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
temb1276,-,a,-,z,u,r,-,-,-,u,-,-
xing1248,-,a,d,Z,o,r,-,-,-,o,-,-
kama1373,-,a,-,y,u,r,-,-,-,u,-,-
waya1270,p,a,-,-,-,l,-,-,a,w,-,a
avac1239,-,-,-,Z,u,r,-,-,-,u,-,-
kaya1329,-,a,-,y,u,r,-,-,-,u,-,-
east2555,-,a,-,y,u,r,-,-,-,u,-,-
mbya1239,p,a,-,-,-,r,a,k,a,w,-,-
guar1292,-,a,-,y,u,r,-,-,-,u,-,-
urub1250,p,a,-,-,-,r,-,-,a,w,-,a
nhen1239,p,a,-,-,-,r,-,-,a,w,-,a
urue1240,-,a,-,Z,u,r,-,-,-,u,-,-
tenh1241,-,a,-,y,u,r,-,-,-,u,7,i
emer1243,-,-,-,k,u,r,-,-,-,e,-,-
toca1235,-,a,-,s,o,r,-,-,-,o,-,-
para1312,-,a,-,n,a,k,-,-,-,o,-,-
tapi1254,-,o,-,S,o,r,-,-,-,o,-,-
suru1262,-,a,-,s,u,r,-,-,-,u,-,-
guaj1256,-,a,-,y,-,r,-,-,-,u,-,-
araw1273,-,a,-,y,i,r,-,-,-,i,-,-
coca1259,-,-,-,r,u,r,-,-,-,u,-,-
xeta1241,w,a,-,-,-,r,-,-,a,w,-,a
yuqu1240,-,-,-,y,i,r,-,-,-,o,-,-
siri1273,-,n,-,y,u,r,-,-,-,u,-,-
sate1243,-,a,-,h,u,t,-,-,-,-,-,-
