language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
temb1276,p,-,-,a,r,a,7,3,w,p,-,-,e,-,-,-,-,-,-
waya1270,p,-,-,i,l,i,t,a,-,-,-,-,-,-,-,-,-,-,-
avac1239,Z,-,-,a,-,o,t,-,-,-,-,-,i,-,-,-,-,-,-
kaya1329,y,-,-,o,w,o,s,i,-,p,w,u,u,-,-,-,-,-,-
east2555,k,-,-,a,r,u,m,-,-,-,-,-,e,-,-,-,-,-,-
para1311,k,-,-,a,r,u,m,-,-,-,-,-,e,-,-,-,-,-,-
mbya1239,k,-,-,a,r,u,m,-,-,-,-,-,e,-,-,-,-,-,-
nhen1239,y,u,r,a,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-
amun1246,y,-,-,a,v,o,S,-,-,-,-,-,i,-,-,-,-,-,a
urue1240,y,-,-,a,b,o,S,-,-,-,-,-,i,a,p,e,r,e,a
tenh1241,y,-,-,a,b,o,t,-,-,-,-,-,i,-,-,-,-,-,-
emer1243,t,-,-,-,-,o,s,-,-,-,-,-,i,-,-,-,-,-,-
tapi1254,C,-,-,a,w,a,C,-,-,-,-,-,i,-,-,-,-,-,o
guaj1256,k,-,-,a,-,-,m,-,-,-,-,-,i,-,-,-,S,-,a
araw1273,5,-,-,a,-,-,c,-,-,-,-,-,3,-,-,-,-,-,-
coca1259,l,-,-,i,p,i,c,-,-,-,-,-,u,-,-,-,-,-,-
ache1246,k,-,-,-,r,o,m,-,-,m,-,-,e,-,-,-,-,-,-
yuqu1240,k,-,-,e,r,e,m,-,-,b,-,-,e,-,-,-,-,-,-
siri1273,k,-,-,o,n,o,m,-,-,-,-,-,e,-,-,-,-,-,-
sate1243,w,-,-,a,w,o,r,-,-,-,-,-,i,-,-,-,-,-,-
awet1244,t,-,-,a,w,o,z,-,-,-,-,-,3,-,-,-,-,-,-
