language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
temb1276,-,a,-,-,m,-,u,t,-,-,a,-,w,-,-
tupi1273,-,a,-,-,m,-,o,t,-,-,a,-,b,-,-
xing1248,-,a,-,-,m,-,u,t,-,-,a,-,w,-,-
kama1373,7,a,-,-,m,-,o,t,-,-,a,-,p,-,-
urub1250,-,-,-,-,y,-,u,r,u,n,3,-,w,a,-
waya1270,-,e,-,-,m,-,e,l,-,-,a,-,-,-,-
avac1239,-,a,-,-,m,-,u,t,-,-,a,-,w,-,-
east2555,-,e,-,-,m,-,o,t,-,-,a,-,-,-,-
para1311,y,u,-,-,r,-,u,r,-,-,a,g,w,e,-
guar1292,-,a,-,-,m,-,o,t,-,-,a,-,-,-,-
kaya1329,-,a,-,-,m,-,u,t,-,-,a,-,p,-,-
tenh1241,-,a,-,-,m,b,o,t,-,-,a,-,v,a,-
paus1244,-,a,-,-,m,-,u,t,-,-,a,-,-,-,-
emer1243,-,e,-,-,b,-,e,r,-,-,a,-,-,-,-
para1312,-,a,-,-,m,-,o,t,-,-,a,-,h,a,w
tapi1254,7,a,-,-,m,-,a,t,-,-,a,-,m,-,-
suru1262,-,o,-,-,m,-,u,t,-,-,a,-,w,a,-
apia1248,-,a,-,-,m,-,u,t,-,-,a,-,w,a,-
araw1273,h,e,n,i,b,-,-,-,-,-,a,-,-,-,-
coca1259,-,-,-,-,m,-,u,t,-,-,a,-,-,-,-
omag1248,-,-,-,-,m,-,u,t,-,-,a,-,-,-,-
siri1273,-,e,-,-,m,-,u,t,-,-,a,-,-,-,-
