language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
temb1276,-,-,-,-,w,i,-,-,r,a,-,-,-
xing1248,-,-,-,-,w,3,-,-,r,a,-,-,-
kama1373,-,-,-,-,w,3,-,-,r,a,-,-,-
waya1270,-,-,-,-,w,3,-,-,r,a,-,-,-
avac1239,-,-,-,-,w,3,-,-,r,a,-,-,-
kaya1329,-,-,-,-,w,3,-,-,r,a,-,-,-
east2555,-,-,g,-,w,3,-,-,r,a,-,-,-
para1311,-,-,g,-,w,3,-,-,r,a,-,-,-
mbya1239,-,-,g,-,w,3,-,-,r,a,-,-,-
guar1292,-,-,-,-,b,3,-,-,r,a,-,-,-
urub1250,m,a,7,e,w,3,-,-,r,a,-,-,-
nhen1239,-,-,-,-,w,i,-,-,r,a,-,-,-
amun1246,-,-,-,-,w,i,-,-,r,a,-,-,-
urue1240,-,-,-,-,w,i,-,-,r,a,-,-,-
tenh1241,-,-,g,-,w,3,-,-,r,a,-,-,-
emer1243,-,-,-,-,b,a,7,e,l,a,7,3,l
toca1235,-,-,-,-,w,3,-,-,r,a,-,-,-
para1312,-,-,-,-,b,3,-,-,r,a,-,-,-
tapi1254,-,-,-,-,w,3,-,-,r,a,h,i,-
suru1262,-,-,-,-,w,3,-,-,r,a,-,-,-
guaj1256,-,-,-,-,-,i,-,-,r,a,-,-,-
coca1259,-,-,-,-,w,3,-,-,r,a,-,-,-
omag1248,-,-,-,-,w,3,-,-,r,a,-,-,-
ache1246,-,-,k,-,w,3,-,-,r,a,-,-,-
xeta1241,-,-,N,-,w,o,-,-,r,a,-,-,-
yuqu1240,-,-,-,-,g,u,-,-,r,a,-,-,-
siri1273,-,-,-,-,g,i,-,-,r,a,-,-,-
sate1243,-,-,-,-,w,e,-,i,t,a,-,-,-
awet1244,-,-,e,-,p,u,-,-,z,a,-,-,-
