language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
tupi1273,-,5,a,e,-,-,m,-,o,7,-,e,-,-,-
guaj1255,-,z,-,e,-,-,m,-,u,7,-,e,-,-,-
xing1248,d,Z,-,e,-,-,m,-,u,7,-,e,-,-,-
kama1373,-,y,-,e,-,-,m,-,o,7,-,e,-,-,-
urub1250,-,y,-,u,-,-,m,-,e,7,-,e,-,-,-
waya1270,-,-,-,-,-,-,m,-,o,-,-,e,-,-,-
east2555,-,y,-,e,-,-,m,-,o,-,-,e,-,-,-
para1311,-,y,-,e,t,a,v,-,3,7,-,o,-,-,-
mbya1239,-,k,-,-,-,-,w,-,a,7,-,a,-,-,-
guar1292,-,y,-,e,-,-,m,b,o,7,-,e,-,-,-
nhen1239,-,5,a,e,-,-,m,-,o,7,-,e,-,-,-
kaya1329,-,y,-,e,-,-,m,-,u,7,-,e,-,-,-
tenh1241,-,5,-,i,-,-,m,b,o,7,-,e,-,-,-
paus1244,-,8,-,e,-,-,m,-,o,7,-,e,-,-,-
emer1243,-,j,-,e,-,-,b,-,o,7,-,e,-,-,-
para1312,-,C,-,e,-,-,m,-,o,7,-,e,-,-,-
tapi1254,-,C,-,e,-,-,m,-,a,7,-,e,-,-,-
coca1259,-,-,-,i,-,-,-,-,-,k,w,a,-,-,-
omag1248,-,-,-,i,-,-,-,-,-,k,w,a,-,-,-
siri1273,-,5,-,i,-,-,m,b,a,k,-,i,a,t,u
