language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
temb1276,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
xing1248,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
kama1373,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
waya1270,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
avac1239,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
kaya1329,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
east2555,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
para1311,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
mbya1239,-,-,-,-,e,-,-,n,3,r,3,-,-,-,-
urub1250,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
amun1246,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
tenh1241,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
emer1243,-,-,-,-,a,-,-,d,-,-,3,k,w,3,r
toca1235,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
para1312,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
tapi1254,-,-,-,-,e,-,-,n,-,-,3,-,-,-,-
araw1273,-,-,-,-,e,d,e,n,-,-,i,-,-,-,-
coca1259,-,y,u,r,u,-,-,t,-,-,3,-,-,a,-
ache1246,-,-,-,-,a,-,-,r,-,-,3,-,-,-,-
siri1273,-,-,-,-,e,-,-,n,-,-,i,-,-,-,-
sate1243,k,w,-,-,i,t,u,7,-,-,e,-,-,-,-
