language,x1,x2,x3,x4,x5,x6,x7,x8
temb1276,-,o,-,o,-,-,-,-
xing1248,-,a,7,a,-,-,-,-
kama1373,-,a,7,o,-,-,-,-
waya1270,-,o,7,o,-,-,-,-
avac1239,-,-,-,o,-,-,-,-
kaya1329,w,3,r,a,-,-,-,-
east2555,-,o,-,o,-,-,-,-
para1311,-,o,7,o,-,-,-,-
mbya1239,C,o,7,o,-,-,-,-
guar1292,-,o,7,o,-,-,-,-
urub1250,-,o,7,o,-,-,-,-
nhen1239,s,u,-,u,-,-,-,-
amun1246,-,a,7,o,-,-,-,-
urue1240,-,a,7,o,-,-,-,-
tenh1241,-,a,7,o,-,-,-,-
emer1243,-,3,w,3,k,w,e,r
toca1235,-,a,7,a,-,-,-,-
para1312,-,a,7,a,-,-,-,-
tapi1254,-,a,7,a,-,-,-,-
suru1262,-,o,7,o,-,-,-,-
guaj1256,h,a,7,o,-,-,-,-
araw1273,h,a,-,a,-,-,-,-
coca1259,-,-,c,u,-,-,-,-
omag1248,-,-,s,u,-,-,-,-
ache1246,-,-,-,o,-,-,-,-
yuqu1240,-,-,-,o,-,-,-,-
siri1273,-,o,-,o,-,-,-,-
sate1243,p,u,7,i,-,-,-,-
awet1244,y,u,y,a,-,-,-,-
